,country,Code,Year,tertiary percentage,secondary percentage,primary percentage
471,Tajikistan,TJK,2005,3.7,80.412971496582,98.0953216552734
472,Tajikistan,TJK,2010,3.74,84.4311904907227,98.5752410888672
473,Tanzania,TZA,1980,0.24,3.3105099201202406,69.8682098388672
474,Tanzania,TZA,1985,0.3,3.4123198986053502,56.4403800964355
475,Tanzania,TZA,1995,0.4,5.31999015808105,48.7076187133789
476,Tanzania,TZA,2010,0.36,31.1437091827393,89.1167984008789
477,Togo,TGO,1980,0.67,31.6697101593018,71.9015274047852
478,Togo,TGO,1985,0.76,18.592350006103494,58.0141906738281
479,Togo,TGO,1990,0.83,21.5273704528809,64.4899063110352
480,Togo,TGO,1995,0.9,21.9885597229004,71.2767105102539
481,Togo,TGO,2000,1.05,32.1236915588379,85.0263595581055
482,Togo,TGO,2005,1.29,45.0299682617188,90.8877334594727
483,Tonga,TON,1970,0.91,86.5774688720703,87.6900177001953
484,Tonga,TON,1975,1.05,79.1286163330078,97.2842864990234
485,Tonga,TON,1985,1.2,87.29440307617192,96.9831771850586
486,Tonga,TON,1990,2.47,98.4316635131835,92.2912216186523
487,Trinidad and Tobago,TTO,1985,1.66,81.4872131347656,92.1617202758789
488,Trinidad and Tobago,TTO,1990,1.9,83.168830871582,90.0338973999023
489,Tunisia,TUN,1975,0.54,20.9512405395508,75.7984085083008
490,Tunisia,TUN,1980,0.93,25.1647300720215,81.4410171508789
491,Tunisia,TUN,1985,1.38,36.738929748535206,92.3201904296875
492,Tunisia,TUN,1990,2.05,44.8516998291016,93.9457778930664
493,Tunisia,TUN,1995,2.48,56.999820709228494,96.4244613647461
494,Tunisia,TUN,2000,3.77,74.6360092163085,95.4381332397461
495,Tunisia,TUN,2005,5.71,84.8042221069335,98.86972045898442
496,Tunisia,TUN,2010,7.38,90.4287872314453,99.63182830810553
497,Turkey,TUR,1990,5.78,50.285579681396506,94.3785934448242
498,Turkey,TUR,1995,5.31,61.2922210693359,90.5543670654297
499,Turkey,TUR,2000,4.91,72.723258972168,95.83535766601558
500,Turkey,TUR,2005,4.21,83.426872253418,97.7891387939453
501,Turkey,TUR,2010,5.28,84.204231262207,96.45596313476558
502,Ukraine,UKR,2005,22.33,96.9960403442383,89.51122283935551
503,Ukraine,UKR,2010,24.55,95.0912704467773,94.4123306274414
504,United Arab Emirates,ARE,1980,3.21,44.767738342285206,76.19822692871091
505,United Arab Emirates,ARE,1985,4.75,67.7546463012695,74.9563293457031
506,United Arab Emirates,ARE,1990,6.42,62.243579864502,98.4077682495117
507,United Arab Emirates,ARE,1995,8.66,83.475212097168,92.31784057617192
508,United Kingdom,GBR,1975,5.53,82.1373977661133,95.7613296508789
509,United Kingdom,GBR,1980,5.5,80.7663879394531,97.7550811767578
510,United Kingdom,GBR,1985,6.22,83.5684509277344,93.565559387207
511,United Kingdom,GBR,1990,9.0,84.3638076782227,99.7931594848633
512,United Kingdom,GBR,2000,12.83,101.933380126953,99.9684371948242
513,United Kingdom,GBR,2005,13.77,105.387283325195,99.9957427978516
514,United Kingdom,GBR,2010,15.31,101.90885925293,99.6182022094727
515,United States of America,USA,1975,13.3,85.1871337890625,81.2800674438477
516,United States of America,USA,1990,20.71,91.0075225830078,98.0487213134766
517,United States of America,USA,1995,20.4,95.0588836669922,97.0408706665039
518,United States of America,USA,2000,22.97,93.1720428466797,99.4517135620117
519,United States of America,USA,2005,22.39,95.6731796264648,97.7822036743164
520,United States of America,USA,2010,26.76,94.31130981445308,97.56397247314447
521,Uruguay,URY,1985,3.38,71.9220809936523,88.2539520263672
522,Uruguay,URY,1995,5.46,82.3866882324219,92.5428924560547
523,Uruguay,URY,2005,3.67,101.215507507324,99.9367828369141
524,Uruguay,URY,2010,3.5,90.2958526611328,99.842399597168
525,Venezuela,VEN,1975,1.77,40.547088623046896,70.65106201171879
526,Venezuela,VEN,2000,2.7,59.3258285522461,89.7942962646484
527,Venezuela,VEN,2005,2.97,72.9543914794922,93.62647247314447
528,Venezuela,VEN,2010,2.96,80.9477615356445,95.5039215087891
529,Yemen,YEM,2005,1.21,45.6537399291992,75.8423233032227
530,Yemen,YEM,2010,1.5,43.3746185302734,81.8196487426758
531,Zambia,ZMB,1980,0.15,15.9969797134399,77.4441833496094
532,Zimbabwe,ZWE,2000,0.53,42.5622711181641,84.5295104980469
