quote_date,shop_code,region,price,item_id,date,dateStata,dateISO,obs,year,month,quarter,_merge
202001,30,9,11.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,112,4,7.4499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,112,6,8.1000004,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,102,7,12.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,37,8,7.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,114,7,6.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,89,3,5.75,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,94,8,5.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,17,5,7.6500001,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,110,5,10,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,80,3,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,79,6,6.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,8,8,12.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,3,5,16,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,71,6,8.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,112,4,6.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,47,3,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,87,4,11,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,8,3,8.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,108,8,6.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,56,12,11,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,28,3,6.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,43,12,6.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,71,9,7.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,16,10,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,66,2,10,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,72,9,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,98,9,9.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,73,7,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,18,4,13.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,72,11,7.5900002,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,63,4,5.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,67,3,5.0999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,32,9,9.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,48,7,7.4000001,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,81,5,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,18,8,11.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,64,2,12.49,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,49,13,10,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,38,3,12,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,80,6,7.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,3,5,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,97,6,6.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,119,12,9.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,77,5,6.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,18,12,7.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,26,3,8.1000004,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,88,10,6.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,119,4,20,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,99,3,11.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,10,4,8,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,60,3,6.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,7,3,5.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,12,5,8.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,70,7,9.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,41,2,10.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,46,9,6.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,96,8,6.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,80,6,5.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,82,2,6.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,108,8,10.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,61,7,6.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,124,4,10.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,26,8,8.6000004,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,35,8,5.1900001,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,68,3,9.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,39,5,11.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,50,10,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,57,7,6.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,1,12,10.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,30,4,14,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,96,2,6.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,21,2,10,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,88,5,6.79,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,24,4,6.4499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,11,4,6,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,63,12,9.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,45,2,10.79,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,11,2,13.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,33,4,7.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,70,5,9.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,84,6,11.45,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,67,3,10.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,37,10,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,57,2,8.6999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,3,2,9,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,2,5,10.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,123,4,8.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,87,3,11.4,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,126,4,12,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,15,11,6.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,51,10,9.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,22,2,11.99,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,88,2,7.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,67,9,10.1,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,20,8,9.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,105,2,12.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,46,12,10.79,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,85,6,11.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,37,9,7.4000001,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,73,3,6.3899999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,101,7,11,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,34,7,6.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,23,2,13.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,13,2,15.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,80,12,9.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,81,7,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,67,5,11,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,64,9,7.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,102,5,13.49,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,69,12,9.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,44,12,10.79,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,41,12,12.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,86,3,10.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,124,7,6,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,44,2,6.6999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,56,2,11,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,55,6,9.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,58,5,12.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,74,9,6.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,89,3,5.0500002,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,44,7,8.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,111,2,12.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,56,7,7.75,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,89,2,9.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,6,11,7.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,22,2,8.6000004,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,66,3,8.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,75,8,7.1500001,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,66,3,13.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,21,9,11,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,94,5,7.5900002,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,104,12,11.45,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,43,6,6.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,92,11,10.49,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,37,4,8.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,69,2,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,93,3,10,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,89,9,5.6999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,71,11,6.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,47,10,11.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,10,7,8.3000002,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,65,2,9.8900003,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,90,9,9.1000004,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,8,3,15,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,47,6,15,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,2,4,8.79,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,35,8,12.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,84,8,6.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,55,7,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,1,3,13.8,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,69,7,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,27,9,7.4000001,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,54,6,8.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,60,2,7.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,51,7,11.49,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,69,7,7.6500001,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,44,2,7.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,107,4,8,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,135,4,9.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,26,4,12.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,16,3,9.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,67,12,10.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,51,2,6.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,105,5,11.39,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,50,3,9.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,72,12,8.3500004,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,87,6,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,49,2,11.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,48,9,8.6499996,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,106,11,7.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,39,9,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,72,11,12.75,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,17,2,11.2,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,70,10,4.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,29,2,12.99,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,126,11,9.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,17,9,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,23,12,5.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,37,2,10,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,76,9,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,53,8,7.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,5,5,5.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,84,7,6.79,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,1,8,7.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,22,2,11,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,115,12,9.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,4,5,10.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,58,3,12.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,53,3,10.49,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,69,3,14.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,65,11,8.6000004,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,64,10,6.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,85,6,10.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,18,3,8.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,41,12,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,56,6,9.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,113,11,13.29,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,68,7,5.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,3,11,9.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,83,9,12.69,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,3,2,5.0500002,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,69,12,12.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,38,6,9.25,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,5,4,17.9,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,3,4,6.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,42,5,7.4499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,88,2,8.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,71,8,9.79,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,55,4,8.6999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,61,5,6,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,55,3,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,4,4,12.99,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,112,3,7.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,89,12,10.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,1,5,7.5999999,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,75,10,9.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,20,2,12.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,5,3,14,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,18,12,14,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,14,4,12,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,36,10,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,10,11,9.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,82,9,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,85,3,7.5900002,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,6,9,11.75,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,37,3,14.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,86,12,7.3000002,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,92,5,11.5,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,7,7,7.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,46,5,9.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,42,13,11,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,16,9,7.1900001,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,83,8,8.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,68,11,10.99,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,85,7,6.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,70,3,8.4899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,93,2,6.1999998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,25,8,11.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,55,5,6.9899998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,16,3,5.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,57,6,12.95,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202001,54,3,8.9499998,220107,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
