,country,Code,Year,percentage
3548,Trinidad and Tobago,TTO,1999,97.8899917602539
3549,Trinidad and Tobago,TTO,2000,99.3657073974609
3550,Trinidad and Tobago,TTO,2001,98.8870086669922
3551,Trinidad and Tobago,TTO,2002,94.539909362793
3552,Trinidad and Tobago,TTO,2003,95.92922973632808
3553,Trinidad and Tobago,TTO,2004,98.8792266845703
3554,Trinidad and Tobago,TTO,2005,96.0908889770508
3555,Trinidad and Tobago,TTO,2007,99.2591934204102
3556,Trinidad and Tobago,TTO,2008,97.9778213500977
3557,Trinidad and Tobago,TTO,2009,98.2992782592773
3558,Trinidad and Tobago,TTO,2010,98.733512878418
3559,Tunisia,TUN,1971,77.875
3560,Tunisia,TUN,1975,75.7984085083008
3561,Tunisia,TUN,1978,77.9273223876953
3562,Tunisia,TUN,1979,79.3711013793945
3563,Tunisia,TUN,1980,81.4410171508789
3564,Tunisia,TUN,1981,83.174072265625
3565,Tunisia,TUN,1982,85.7676620483398
3566,Tunisia,TUN,1983,88.82727813720699
3567,Tunisia,TUN,1984,91.5734176635742
3568,Tunisia,TUN,1985,92.3201904296875
3569,Tunisia,TUN,1986,92.9974365234375
3570,Tunisia,TUN,1987,93.5166473388672
3571,Tunisia,TUN,1988,93.8358688354492
3572,Tunisia,TUN,1989,94.297492980957
3573,Tunisia,TUN,1990,93.9457778930664
3574,Tunisia,TUN,1991,94.949592590332
3575,Tunisia,TUN,1992,95.33645629882808
3576,Tunisia,TUN,1993,96.1744995117188
3577,Tunisia,TUN,1994,96.18872833251947
3578,Tunisia,TUN,1995,96.4244613647461
3579,Tunisia,TUN,1996,95.46054077148442
3580,Tunisia,TUN,1997,94.3375473022461
3581,Tunisia,TUN,1999,94.34475708007808
3582,Tunisia,TUN,2000,95.4381332397461
3583,Tunisia,TUN,2001,97.286003112793
3584,Tunisia,TUN,2002,99.4774703979492
3585,Tunisia,TUN,2003,99.69790649414058
3586,Tunisia,TUN,2004,99.8405532836914
3587,Tunisia,TUN,2005,98.86972045898442
3588,Tunisia,TUN,2006,98.6300582885742
3589,Tunisia,TUN,2007,97.6528091430664
3590,Tunisia,TUN,2008,98.0080337524414
3591,Tunisia,TUN,2009,98.62136840820308
3592,Tunisia,TUN,2010,99.63182830810553
3593,Tunisia,TUN,2011,99.6342010498047
3594,Tunisia,TUN,2012,99.8892974853516
3595,Tunisia,TUN,2013,99.61318969726558
3596,Tunisia,TUN,2014,99.7144927978516
3597,Turkey,TUR,1974,84.7475509643555
3598,Turkey,TUR,1985,90.64816284179692
3599,Turkey,TUR,1986,91.4239730834961
3600,Turkey,TUR,1987,90.9767684936523
3601,Turkey,TUR,1988,92.57125854492192
3602,Turkey,TUR,1989,92.57740020751947
3603,Turkey,TUR,1990,94.3785934448242
3604,Turkey,TUR,1991,93.8005523681641
3605,Turkey,TUR,1992,94.08175659179692
3606,Turkey,TUR,1993,91.77832794189447
3607,Turkey,TUR,1994,91.0592422485352
3608,Turkey,TUR,1995,90.5543670654297
3609,Turkey,TUR,1997,91.1679916381836
3610,Turkey,TUR,1999,94.29620361328128
3611,Turkey,TUR,2000,95.83535766601558
3612,Turkey,TUR,2001,96.377571105957
3613,Turkey,TUR,2002,96.7097702026367
3614,Turkey,TUR,2003,97.1483993530273
3615,Turkey,TUR,2004,97.4768295288086
3616,Turkey,TUR,2005,97.7891387939453
3617,Turkey,TUR,2006,98.13662719726558
3618,Turkey,TUR,2007,98.6075668334961
3619,Turkey,TUR,2008,97.9982681274414
3620,Turkey,TUR,2009,95.6194381713867
3621,Turkey,TUR,2010,96.45596313476558
3622,Turkey,TUR,2011,95.3783721923828
3623,Turkey,TUR,2012,93.7784805297852
3624,Turkey,TUR,2013,93.1798477172852
3625,Tuvalu,TUV,2014,96.0770263671875
3626,Uganda,UGA,1979,37.2125205993652
3627,Uganda,UGA,1981,40.79185104370121
3628,Uganda,UGA,1982,42.5856704711914
3629,Uganda,UGA,1986,56.8401908874512
3630,Uganda,UGA,2009,94.1058883666992
3631,Uganda,UGA,2010,90.3226928710938
3632,Uganda,UGA,2011,93.1651992797852
3633,Uganda,UGA,2013,93.7977066040039
3634,Ukraine,UKR,2002,96.1612701416016
3635,Ukraine,UKR,2003,89.3184661865234
3636,Ukraine,UKR,2004,89.0027008056641
3637,Ukraine,UKR,2005,89.51122283935551
3638,Ukraine,UKR,2006,88.7073822021484
3639,Ukraine,UKR,2007,88.3717269897461
3640,Ukraine,UKR,2008,88.6961822509766
3641,Ukraine,UKR,2009,90.2376480102539
3642,Ukraine,UKR,2010,94.4123306274414
3643,Ukraine,UKR,2011,98.5144805908203
3644,Ukraine,UKR,2012,99.0826416015625
3645,Ukraine,UKR,2013,99.0202178955078
3646,Ukraine,UKR,2014,96.5178985595703
3647,United Arab Emirates,ARE,1978,79.8643569946289
3648,United Arab Emirates,ARE,1980,76.19822692871091
3649,United Arab Emirates,ARE,1981,73.272819519043
3650,United Arab Emirates,ARE,1982,78.8385009765625
3651,United Arab Emirates,ARE,1983,74.7829971313477
3652,United Arab Emirates,ARE,1984,75.0737686157227
3653,United Arab Emirates,ARE,1985,74.9563293457031
3654,United Arab Emirates,ARE,1986,75.7093963623047
3655,United Arab Emirates,ARE,1987,86.7345199584961
3656,United Arab Emirates,ARE,1988,90.0047607421875
3657,United Arab Emirates,ARE,1989,94.7449493408203
3658,United Arab Emirates,ARE,1990,98.4077682495117
3659,United Arab Emirates,ARE,1991,98.5292205810547
3660,United Arab Emirates,ARE,1992,95.8841934204102
3661,United Arab Emirates,ARE,1993,92.5016479492188
3662,United Arab Emirates,ARE,1994,90.9713363647461
3663,United Arab Emirates,ARE,1995,92.31784057617192
3664,United Arab Emirates,ARE,1996,90.5151214599609
3665,United Arab Emirates,ARE,1997,87.51641845703129
3666,United Arab Emirates,ARE,1998,88.56275177001949
3667,United Arab Emirates,ARE,1999,85.6978225708008
3668,United Arab Emirates,ARE,2003,91.26339721679692
3669,United Arab Emirates,ARE,2004,94.8512115478516
3670,United Arab Emirates,ARE,2005,96.8396987915039
3671,United Arab Emirates,ARE,2006,95.866096496582
3672,United Arab Emirates,ARE,2007,95.87069702148442
3673,United Arab Emirates,ARE,2009,90.9775772094727
3674,United Arab Emirates,ARE,2010,93.7757186889648
3675,United Arab Emirates,ARE,2011,93.4489212036133
3676,United Arab Emirates,ARE,2012,95.3734817504883
3677,United Arab Emirates,ARE,2013,95.4725799560547
3678,United Arab Emirates,ARE,2014,98.22348022460942
3679,United Kingdom,GBR,1971,98.1620025634766
3680,United Kingdom,GBR,1972,97.3007431030273
3681,United Kingdom,GBR,1973,96.34750366210942
3682,United Kingdom,GBR,1974,95.8536987304688
3683,United Kingdom,GBR,1975,95.7613296508789
3684,United Kingdom,GBR,1976,95.8418731689453
3685,United Kingdom,GBR,1977,96.1507415771484
3686,United Kingdom,GBR,1978,96.2222213745117
3687,United Kingdom,GBR,1979,96.3930282592773
3688,United Kingdom,GBR,1980,97.7550811767578
3689,United Kingdom,GBR,1981,97.6316604614258
3690,United Kingdom,GBR,1982,96.67788696289058
3691,United Kingdom,GBR,1983,95.0955810546875
3692,United Kingdom,GBR,1984,94.6334075927734
3693,United Kingdom,GBR,1985,93.565559387207
3694,United Kingdom,GBR,1986,95.18875122070308
3695,United Kingdom,GBR,1987,98.01470947265628
3696,United Kingdom,GBR,1988,99.68946075439447
3697,United Kingdom,GBR,1989,99.7191772460938
3698,United Kingdom,GBR,1990,99.7931594848633
3699,United Kingdom,GBR,1991,98.2023468017578
3700,United Kingdom,GBR,1992,96.6700286865234
3701,United Kingdom,GBR,1998,99.9296264648438
3702,United Kingdom,GBR,1999,99.9789581298828
3703,United Kingdom,GBR,2000,99.9684371948242
3704,United Kingdom,GBR,2001,99.9441986083984
3705,United Kingdom,GBR,2002,99.7912063598633
3706,United Kingdom,GBR,2003,99.9086685180664
3707,United Kingdom,GBR,2004,99.2877807617188
3708,United Kingdom,GBR,2005,99.9957427978516
3709,United Kingdom,GBR,2006,99.6211090087891
3710,United Kingdom,GBR,2007,97.7121963500977
3711,United Kingdom,GBR,2008,99.1602020263672
3712,United Kingdom,GBR,2009,98.8166122436523
3713,United Kingdom,GBR,2010,99.6182022094727
3714,United Kingdom,GBR,2011,99.94046020507808
3715,United Kingdom,GBR,2012,99.9294281005859
3716,United Kingdom,GBR,2013,99.8274612426758
3717,United Kingdom,GBR,2014,99.8543319702148
3718,United States of America,USA,1975,81.2800674438477
3719,United States of America,USA,1986,93.2676467895508
3720,United States of America,USA,1987,94.9508666992188
3721,United States of America,USA,1990,98.0487213134766
3722,United States of America,USA,1991,98.0020904541016
3723,United States of America,USA,1993,96.04444122314447
3724,United States of America,USA,1994,95.6624069213867
3725,United States of America,USA,1995,97.0408706665039
3726,United States of America,USA,1996,96.46288299560553
3727,United States of America,USA,1999,99.6034393310547
3728,United States of America,USA,2000,99.4517135620117
3729,United States of America,USA,2001,99.4638137817383
3730,United States of America,USA,2002,98.0606307983398
3731,United States of America,USA,2003,97.22119140625
3732,United States of America,USA,2004,96.8582000732422
3733,United States of America,USA,2005,97.7822036743164
3734,United States of America,USA,2006,98.7185897827148
3735,United States of America,USA,2007,99.6525268554688
3736,United States of America,USA,2008,99.76254272460942
3737,United States of America,USA,2009,98.4587631225586
3738,United States of America,USA,2010,97.56397247314447
3739,United States of America,USA,2011,96.4892120361328
3740,United States of America,USA,2012,97.2968368530273
3741,United States of America,USA,2013,96.42748260498053
3742,United States of America,USA,2014,97.8354110717773
3743,Uruguay,URY,1983,86.5435028076172
3744,Uruguay,URY,1984,86.7730026245117
3745,Uruguay,URY,1985,88.2539520263672
3746,Uruguay,URY,1986,88.6476287841797
3747,Uruguay,URY,1987,87.8021087646484
3748,Uruguay,URY,1991,91.9973678588867
3749,Uruguay,URY,1992,93.958122253418
3750,Uruguay,URY,1993,94.6551513671875
3751,Uruguay,URY,1994,93.03424072265628
3752,Uruguay,URY,1995,92.5428924560547
3753,Uruguay,URY,1996,92.0450820922852
3754,Uruguay,URY,1997,92.1942596435547
3755,Uruguay,URY,2005,99.9367828369141
3756,Uruguay,URY,2006,99.9434814453125
3757,Uruguay,URY,2007,98.0944213867188
3758,Uruguay,URY,2008,99.2555923461914
3759,Uruguay,URY,2009,99.44534301757808
3760,Uruguay,URY,2010,99.842399597168
3761,Uruguay,URY,2013,99.62500762939447
3762,Uzbekistan,UZB,2007,97.0551223754883
3763,Uzbekistan,UZB,2008,97.7838363647461
3764,Uzbekistan,UZB,2009,96.61752319335942
3765,Uzbekistan,UZB,2010,94.0860977172852
3766,Uzbekistan,UZB,2011,93.9815292358398
3767,Vanuatu,VUT,1981,85.0994873046875
3768,Vanuatu,VUT,1989,75.1245803833008
3769,Vanuatu,VUT,1994,100.0
3770,Vanuatu,VUT,1998,98.0545272827148
3771,Vanuatu,VUT,1999,97.642692565918
3772,Vanuatu,VUT,2000,99.3187637329102
3773,Vanuatu,VUT,2001,99.5860595703125
3774,Vanuatu,VUT,2002,99.2256698608398
3775,Vanuatu,VUT,2003,99.6685562133789
3776,Vanuatu,VUT,2004,97.6352691650391
3777,Vanuatu,VUT,2005,99.1522979736328
3778,Venezuela,VEN,1971,72.37770080566409
3779,Venezuela,VEN,1972,71.9061965942383
3780,Venezuela,VEN,1973,71.18572998046879
3781,Venezuela,VEN,1974,69.78314208984379
3782,Venezuela,VEN,1975,70.65106201171879
3783,Venezuela,VEN,1976,73.7947769165039
3784,Venezuela,VEN,1977,75.7538681030273
3785,Venezuela,VEN,1978,77.99632263183591
3786,Venezuela,VEN,1979,79.7036819458008
3787,Venezuela,VEN,1999,87.19786834716801
3788,Venezuela,VEN,2000,89.7942962646484
3789,Venezuela,VEN,2001,92.0620574951172
3790,Venezuela,VEN,2002,95.6739273071289
3791,Venezuela,VEN,2003,94.1044311523438
3792,Venezuela,VEN,2004,94.33071899414058
3793,Venezuela,VEN,2005,93.62647247314447
3794,Venezuela,VEN,2006,93.8119277954102
3795,Venezuela,VEN,2007,95.2704010009766
3796,Venezuela,VEN,2008,93.1683578491211
3797,Venezuela,VEN,2009,94.8735580444336
3798,Venezuela,VEN,2010,95.5039215087891
3799,Venezuela,VEN,2011,95.5065689086914
3800,Venezuela,VEN,2012,95.3736724853516
3801,Venezuela,VEN,2013,94.7403030395508
3802,Venezuela,VEN,2014,93.8588409423828
3803,Vietnam,VNM,1977,97.3368301391602
3804,Vietnam,VNM,1978,90.50100708007808
3805,Vietnam,VNM,1981,93.8489227294922
3806,Vietnam,VNM,1985,91.1452178955078
3807,Vietnam,VNM,1998,99.129768371582
3808,Vietnam,VNM,1999,98.9005737304688
3809,Vietnam,VNM,2000,97.7048492431641
3810,Vietnam,VNM,2001,96.3535003662109
3811,Vietnam,VNM,2002,93.2990493774414
3812,Vietnam,VNM,2005,90.84844970703128
3813,Vietnam,VNM,2006,93.00643920898442
3814,Vietnam,VNM,2008,98.08078002929692
3815,Vietnam,VNM,2009,99.4845809936523
3816,Vietnam,VNM,2010,100.0
3817,Vietnam,VNM,2011,100.0
3818,Vietnam,VNM,2012,100.0
3819,Vietnam,VNM,2013,100.0
3820,Vietnam,VNM,2014,99.8275604248047
3821,Yemen,YEM,1999,56.2520408630371
3822,Yemen,YEM,2001,64.65850830078129
3823,Yemen,YEM,2003,70.8514022827148
3824,Yemen,YEM,2004,73.6916732788086
3825,Yemen,YEM,2005,75.8423233032227
3826,Yemen,YEM,2008,76.2084197998047
3827,Yemen,YEM,2010,81.8196487426758
3828,Yemen,YEM,2012,84.9122314453125
3829,Yemen,YEM,2013,85.6886901855469
3830,Zambia,ZMB,1972,79.3894119262695
3831,Zambia,ZMB,1976,79.85267639160159
3832,Zambia,ZMB,1977,79.2966613769531
3833,Zambia,ZMB,1978,77.911003112793
3834,Zambia,ZMB,1979,77.3565673828125
3835,Zambia,ZMB,1980,77.4441833496094
3836,Zambia,ZMB,1981,77.6819610595703
3837,Zambia,ZMB,1982,77.7171173095703
3838,Zambia,ZMB,1983,79.3295669555664
3839,Zambia,ZMB,1984,80.3636779785156
3840,Zambia,ZMB,1986,81.2741012573242
3841,Zambia,ZMB,1988,79.0124282836914
3842,Zambia,ZMB,1994,72.11663818359379
3843,Zambia,ZMB,1995,69.967399597168
3844,Zambia,ZMB,1998,66.2746124267578
3845,Zambia,ZMB,1999,64.9221878051758
3846,Zambia,ZMB,2000,64.9517135620117
3847,Zambia,ZMB,2001,64.91774749755861
3848,Zambia,ZMB,2002,68.1115264892578
3849,Zambia,ZMB,2004,81.2446517944336
3850,Zambia,ZMB,2005,89.7433929443359
3851,Zambia,ZMB,2006,88.33753204345699
3852,Zambia,ZMB,2007,91.1576690673828
3853,Zambia,ZMB,2008,91.9589996337891
3854,Zambia,ZMB,2009,89.11160278320308
3855,Zambia,ZMB,2010,86.5126724243164
3856,Zambia,ZMB,2011,90.34642791748053
3857,Zambia,ZMB,2012,91.7911605834961
3858,Zambia,ZMB,2013,89.0403594970703
3859,Zimbabwe,ZWE,1982,97.6259765625
3860,Zimbabwe,ZWE,1984,98.8838882446289
3861,Zimbabwe,ZWE,1986,98.3234024047852
3862,Zimbabwe,ZWE,1998,81.3800430297852
3863,Zimbabwe,ZWE,1999,83.6054306030273
3864,Zimbabwe,ZWE,2000,84.5295104980469
3865,Zimbabwe,ZWE,2001,86.7056198120117
3866,Zimbabwe,ZWE,2002,83.57579040527341
3867,Zimbabwe,ZWE,2003,82.6140670776367
3868,Zimbabwe,ZWE,2012,93.65454864501947
3869,Zimbabwe,ZWE,2013,90.75438690185553
