,country,Code,Year,percentage
2968,Romania,ROU,2007,96.61770629882808
2969,Romania,ROU,2008,96.0478286743164
2970,Romania,ROU,2009,95.6678619384766
2971,Romania,ROU,2010,94.95211791992192
2972,Romania,ROU,2011,94.10751342773442
2973,Romania,ROU,2012,92.9933929443359
2974,Russia,RUS,1994,96.7979965209961
2975,Russia,RUS,1995,93.2501907348633
2976,Russia,RUS,2006,92.8209609985352
2977,Russia,RUS,2007,93.5542221069336
2978,Russia,RUS,2008,97.6919326782227
2979,Russia,RUS,2009,98.9600067138672
2980,Russia,RUS,2011,99.5807571411133
2981,Russia,RUS,2012,99.5319976806641
2982,Russia,RUS,2013,99.57037353515628
2983,Russia,RUS,2014,98.3145523071289
2984,Rwanda,RWA,1973,55.36178970336911
2985,Rwanda,RWA,1974,53.236270904540994
2986,Rwanda,RWA,1975,50.8129196166992
2987,Rwanda,RWA,1977,54.26982116699221
2988,Rwanda,RWA,1978,56.505340576171896
2989,Rwanda,RWA,1999,78.7342910766602
2990,Rwanda,RWA,2002,82.009880065918
2991,Rwanda,RWA,2003,88.4706802368164
2992,Rwanda,RWA,2010,98.50698852539058
2993,Rwanda,RWA,2011,98.43118286132808
2994,Rwanda,RWA,2012,98.7182769775391
2995,Rwanda,RWA,2013,96.12130737304692
2996,Saint Kitts and Nevis,KNA,1984,99.36163330078128
2997,Saint Kitts and Nevis,KNA,1985,85.9325103759766
2998,Saint Kitts and Nevis,KNA,1986,88.40985107421879
2999,Saint Kitts and Nevis,KNA,1988,98.7273788452148
3000,Saint Kitts and Nevis,KNA,1989,98.8060302734375
3001,Saint Kitts and Nevis,KNA,1992,99.433479309082
3002,Saint Kitts and Nevis,KNA,2000,97.21774291992192
3003,Saint Kitts and Nevis,KNA,2001,94.2459716796875
3004,Saint Kitts and Nevis,KNA,2002,96.21737670898442
3005,Saint Kitts and Nevis,KNA,2003,96.87255859375
3006,Saint Kitts and Nevis,KNA,2004,96.50196075439447
3007,Saint Kitts and Nevis,KNA,2005,95.6290969848633
3008,Saint Kitts and Nevis,KNA,2007,89.8415069580078
3009,Saint Kitts and Nevis,KNA,2008,82.587287902832
3010,Saint Kitts and Nevis,KNA,2009,92.2916717529297
3011,Saint Kitts and Nevis,KNA,2010,86.01315307617192
3012,Saint Kitts and Nevis,KNA,2011,92.02047729492192
3013,Saint Kitts and Nevis,KNA,2012,83.9407196044922
3014,Saint Kitts and Nevis,KNA,2013,82.2023620605469
3015,Saint Kitts and Nevis,KNA,2014,83.4770812988281
3016,Saint Lucia,LCA,1981,92.2674179077148
3017,Saint Lucia,LCA,1982,94.1974105834961
3018,Saint Lucia,LCA,1983,99.05811309814447
3019,Saint Lucia,LCA,1984,98.7432174682617
3020,Saint Lucia,LCA,1985,100.0
3021,Saint Lucia,LCA,1986,100.0
3022,Saint Lucia,LCA,1990,97.3089599609375
3023,Saint Lucia,LCA,1993,98.3595504760742
3024,Saint Lucia,LCA,1999,77.975456237793
3025,Saint Lucia,LCA,2000,91.60781860351558
3026,Saint Lucia,LCA,2001,92.03350830078128
3027,Saint Lucia,LCA,2002,98.8278427124023
3028,Saint Lucia,LCA,2003,98.74697875976558
3029,Saint Lucia,LCA,2004,95.2399291992188
3030,Saint Lucia,LCA,2005,93.9172592163086
3031,Saint Lucia,LCA,2006,95.8147201538086
3032,Saint Lucia,LCA,2007,94.84131622314447
3033,Saint Vincent and the Grenadines,VCT,1984,93.7030563354492
3034,Saint Vincent and the Grenadines,VCT,1986,96.9907379150391
3035,Saint Vincent and the Grenadines,VCT,1994,99.4569320678711
3036,Saint Vincent and the Grenadines,VCT,2000,98.1995010375977
3037,Saint Vincent and the Grenadines,VCT,2001,97.8323287963867
3038,Saint Vincent and the Grenadines,VCT,2002,99.04733276367192
3039,Saint Vincent and the Grenadines,VCT,2003,99.4829330444336
3040,Saint Vincent and the Grenadines,VCT,2004,99.3917999267578
3041,Saint Vincent and the Grenadines,VCT,2005,98.2729034423828
3042,Saint Vincent and the Grenadines,VCT,2007,98.4300537109375
3043,Saint Vincent and the Grenadines,VCT,2008,97.5208969116211
3044,Saint Vincent and the Grenadines,VCT,2009,98.3576812744141
3045,Saint Vincent and the Grenadines,VCT,2010,98.48876953125
3046,Saint Vincent and the Grenadines,VCT,2011,96.6967391967773
3047,Saint Vincent and the Grenadines,VCT,2012,99.1224365234375
3048,Saint Vincent and the Grenadines,VCT,2013,99.1765823364258
3049,Saint Vincent and the Grenadines,VCT,2014,92.63043212890628
3050,Samoa,WSM,1994,93.37255096435553
3051,Samoa,WSM,1998,96.2554702758789
3052,Samoa,WSM,1999,95.86895751953128
3053,Samoa,WSM,2000,97.5699005126953
3054,Samoa,WSM,2001,97.631217956543
3055,Samoa,WSM,2007,98.3702392578125
3056,Samoa,WSM,2009,99.7332611083984
3057,Samoa,WSM,2010,99.4342575073242
3058,Samoa,WSM,2011,98.5044784545898
3059,Samoa,WSM,2012,98.6319808959961
3060,Samoa,WSM,2014,99.22412109375
3061,San Marino,SMR,2009,92.11618041992192
3062,San Marino,SMR,2010,94.1995620727539
3063,San Marino,SMR,2011,96.9926605224609
3064,San Marino,SMR,2012,93.123893737793
3065,Sao Tome and Principe,STP,1983,96.1303329467773
3066,Sao Tome and Principe,STP,1984,96.1015472412109
3067,Sao Tome and Principe,STP,1987,89.7814407348633
3068,Sao Tome and Principe,STP,1988,92.0627288818359
3069,Sao Tome and Principe,STP,1990,96.689697265625
3070,Sao Tome and Principe,STP,1999,82.4984817504883
3071,Sao Tome and Principe,STP,2002,97.8092422485352
3072,Sao Tome and Principe,STP,2003,98.71701049804692
3073,Sao Tome and Principe,STP,2004,99.0414886474609
3074,Sao Tome and Principe,STP,2005,98.9455108642578
3075,Sao Tome and Principe,STP,2007,92.34593963623053
3076,Sao Tome and Principe,STP,2008,93.6076431274414
3077,Sao Tome and Principe,STP,2009,94.68521118164058
3078,Sao Tome and Principe,STP,2010,94.8981094360352
3079,Sao Tome and Principe,STP,2013,94.7087173461914
3080,Sao Tome and Principe,STP,2014,95.5228729248047
3081,Sao Tome and Principe,STP,2015,95.7221832275391
3082,Saudi Arabia,SAU,1979,42.7973213195801
3083,Saudi Arabia,SAU,2009,85.4086685180664
3084,Saudi Arabia,SAU,2010,90.34683227539058
3085,Saudi Arabia,SAU,2011,90.7401885986328
3086,Saudi Arabia,SAU,2012,93.0728225708008
3087,Saudi Arabia,SAU,2013,96.0659027099609
3088,Saudi Arabia,SAU,2014,96.4863128662109
3089,Senegal,SEN,1978,31.0611991882324
3090,Senegal,SEN,1979,33.5544395446777
3091,Senegal,SEN,1980,34.6009216308594
3092,Senegal,SEN,1981,35.77602005004879
3093,Senegal,SEN,1982,37.42982864379879
3094,Senegal,SEN,1983,39.294708251953104
3095,Senegal,SEN,1984,40.0363998413086
3096,Senegal,SEN,1985,40.683689117431605
3097,Senegal,SEN,1986,45.2612991333008
3098,Senegal,SEN,1988,45.88285064697271
3099,Senegal,SEN,1989,45.260311126709006
3100,Senegal,SEN,1990,44.6819000244141
3101,Senegal,SEN,1992,44.7816886901855
3102,Senegal,SEN,1994,45.7264289855957
3103,Senegal,SEN,1996,49.7173881530762
3104,Senegal,SEN,1997,53.6694488525391
3105,Senegal,SEN,1998,55.978298187255895
3106,Senegal,SEN,1999,54.758918762207
3107,Senegal,SEN,2000,57.827709197998
3108,Senegal,SEN,2003,64.6090774536133
3109,Senegal,SEN,2004,62.69263076782229
3110,Senegal,SEN,2005,63.7629203796387
3111,Senegal,SEN,2006,66.7036895751953
3112,Senegal,SEN,2007,69.16213989257811
3113,Senegal,SEN,2008,69.97894287109379
3114,Senegal,SEN,2009,70.03256225585939
3115,Senegal,SEN,2010,70.7436218261719
3116,Senegal,SEN,2011,71.1179580688477
3117,Senegal,SEN,2012,73.59295654296879
3118,Senegal,SEN,2014,73.2399826049805
3119,Serbia,SRB,2005,99.7035903930664
3120,Serbia,SRB,2006,99.8624801635742
3121,Serbia,SRB,2007,98.9229202270508
3122,Serbia,SRB,2008,98.55264282226558
3123,Serbia,SRB,2009,96.5470428466797
3124,Serbia,SRB,2010,94.9187164306641
3125,Serbia,SRB,2011,97.37802124023442
3126,Serbia,SRB,2012,96.3528518676758
3127,Serbia,SRB,2013,96.4969635009766
3128,Serbia,SRB,2014,98.784309387207
3129,Seychelles,SYC,1979,84.0410690307617
3130,Seychelles,SYC,1993,87.9114227294922
3131,Seychelles,SYC,1994,90.866081237793
3132,Seychelles,SYC,1995,91.67186737060553
3133,Seychelles,SYC,1996,92.0577163696289
3134,Seychelles,SYC,1998,99.49609375
3135,Seychelles,SYC,1999,97.82666778564447
3136,Seychelles,SYC,2000,98.3785171508789
3137,Seychelles,SYC,2001,91.1511993408203
3138,Seychelles,SYC,2002,98.82675170898442
3139,Seychelles,SYC,2003,99.5385894775391
3140,Seychelles,SYC,2004,99.4549179077148
3141,Seychelles,SYC,2005,99.33251953125
3142,Seychelles,SYC,2014,99.22427368164058
3143,Sierra Leone,SLE,1983,49.6243515014648
3144,Sierra Leone,SLE,2012,99.344970703125
3145,Sierra Leone,SLE,2013,99.9506683349609
3146,Slovenia,SVN,1995,92.86260986328128
3147,Slovenia,SVN,1996,94.6087875366211
3148,Slovenia,SVN,1997,95.2790908813477
3149,Slovenia,SVN,1998,97.6395797729492
3150,Slovenia,SVN,1999,96.484489440918
3151,Slovenia,SVN,2000,95.5391693115234
3152,Slovenia,SVN,2001,96.1408462524414
3153,Slovenia,SVN,2002,96.8095474243164
3154,Slovenia,SVN,2003,97.7215423583984
3155,Slovenia,SVN,2004,99.7162628173828
3156,Slovenia,SVN,2005,99.5034713745117
3157,Slovenia,SVN,2006,99.5118408203125
3158,Slovenia,SVN,2007,98.6957778930664
3159,Slovenia,SVN,2008,98.63648223876947
3160,Slovenia,SVN,2009,98.3759002685547
3161,Slovenia,SVN,2010,98.1688919067383
3162,Slovenia,SVN,2011,98.21240234375
3163,Slovenia,SVN,2012,98.73171997070308
3164,Slovenia,SVN,2013,98.3877105712891
3165,Slovenia,SVN,2014,98.7921524047852
3166,Solomon Is.,SLB,2005,75.5612487792969
3167,Solomon Is.,SLB,2006,80.5692596435547
3168,Solomon Is.,SLB,2007,80.7406387329102
3169,Somalia,SOM,1976,19.7927703857422
3170,Somalia,SOM,1977,17.546119689941403
3171,Somalia,SOM,1978,14.5230703353882
3172,Somalia,SOM,1979,14.758620262146
3173,Somalia,SOM,1980,14.9995603561401
3174,South Africa,ZAF,1970,65.6103515625
3175,South Africa,ZAF,1991,89.76895141601558
3176,South Africa,ZAF,1994,93.9308471679688
3177,South Africa,ZAF,1995,94.9608535766602
3178,South Africa,ZAF,1998,94.7639312744141
3179,South Africa,ZAF,1999,94.9231109619141
3180,South Africa,ZAF,2000,91.9256134033203
3181,South Africa,ZAF,2001,91.7885284423828
3182,South Africa,ZAF,2002,91.4447631835938
3183,South Africa,ZAF,2003,91.1114730834961
3184,South Africa,ZAF,2004,89.9233627319336
3185,South Africa,ZAF,2005,88.57565307617192
3186,South Korea,KOR,1971,96.5155181884766
3187,South Korea,KOR,1972,98.1891098022461
3188,South Korea,KOR,1973,97.2204818725586
3189,South Korea,KOR,1974,96.4850082397461
3190,South Korea,KOR,1975,96.4100112915039
3191,South Korea,KOR,1976,97.46597290039058
3192,South Korea,KOR,1977,96.6988983154297
3193,South Korea,KOR,1978,97.167121887207
3194,South Korea,KOR,1979,98.90548706054692
3195,South Korea,KOR,1980,99.8727264404297
3196,South Korea,KOR,1981,99.9438323974609
3197,South Korea,KOR,1982,99.8590927124023
3198,South Korea,KOR,1983,99.8141479492188
3199,South Korea,KOR,1984,99.1989135742188
3200,South Korea,KOR,1985,98.5132675170898
3201,South Korea,KOR,1986,98.5114517211914
3202,South Korea,KOR,1987,99.60769653320308
3203,South Korea,KOR,1988,99.58706665039058
3204,South Korea,KOR,1989,99.49146270751947
3205,South Korea,KOR,1990,99.3755264282227
3206,South Korea,KOR,1991,99.3988037109375
3207,South Korea,KOR,1992,99.3358535766602
3208,South Korea,KOR,1993,99.2473983764648
3209,South Korea,KOR,1994,99.0817031860352
3210,South Korea,KOR,1995,98.798210144043
3211,South Korea,KOR,1996,98.8111419677734
3212,South Korea,KOR,1997,98.9634323120117
3213,South Korea,KOR,1998,99.2451324462891
3214,South Korea,KOR,1999,99.3509063720703
3215,South Korea,KOR,2000,99.7558212280273
3216,South Korea,KOR,2001,99.8698196411133
3217,South Korea,KOR,2002,99.726806640625
3218,South Korea,KOR,2003,99.5866088867188
3219,South Korea,KOR,2004,99.6169204711914
3220,South Korea,KOR,2005,99.7464981079102
3221,South Korea,KOR,2006,99.9542922973633
3222,South Korea,KOR,2007,99.8625717163086
3223,South Korea,KOR,2008,99.89865112304692
3224,South Korea,KOR,2009,99.22679901123053
3225,South Korea,KOR,2010,99.5599517822266
3226,South Korea,KOR,2011,99.6464614868164
3227,South Korea,KOR,2012,98.86306762695308
3228,South Korea,KOR,2013,96.3634185791016
3229,S. Sudan,SSD,2011,41.62887954711911
3230,Spain,ESP,1971,93.057487487793
3231,Spain,ESP,1972,94.4178466796875
3232,Spain,ESP,1973,95.3745269775391
3233,Spain,ESP,1975,99.4770889282227
3234,Spain,ESP,1976,99.9160003662109
3235,Spain,ESP,1977,99.1670074462891
3236,Spain,ESP,1978,98.669921875
3237,Spain,ESP,1979,98.7835693359375
3238,Spain,ESP,1980,99.1638870239258
3239,Spain,ESP,1981,99.1891403198242
3240,Spain,ESP,1983,99.5963821411133
3241,Spain,ESP,1984,99.7652435302734
3242,Spain,ESP,1985,99.7978897094727
3243,Spain,ESP,1986,99.8071517944336
3244,Spain,ESP,1987,99.2137069702148
3245,Spain,ESP,1988,98.6513519287109
3246,Spain,ESP,1989,99.2554168701172
3247,Spain,ESP,1990,99.22608184814447
3248,Spain,ESP,1991,99.6647491455078
3249,Spain,ESP,1992,99.6020278930664
3250,Spain,ESP,1993,99.9915390014648
3251,Spain,ESP,1994,99.9786224365234
3252,Spain,ESP,1995,99.96054077148442
3253,Spain,ESP,1996,99.9402923583984
3254,Spain,ESP,1997,99.9474029541016
3255,Spain,ESP,1999,99.9855728149414
3256,Spain,ESP,2000,99.84323120117192
3257,Spain,ESP,2001,99.8641586303711
3258,Spain,ESP,2002,99.9144287109375
3259,Spain,ESP,2003,99.9987182617188
3260,Spain,ESP,2004,99.9684219360352
3261,Spain,ESP,2005,99.8574066162109
3262,Spain,ESP,2006,99.845100402832
3263,Spain,ESP,2007,99.9570465087891
3264,Spain,ESP,2008,99.9398193359375
3265,Spain,ESP,2009,99.81761932373053
3266,Spain,ESP,2010,99.78170776367192
3267,Spain,ESP,2011,99.8449096679688
3268,Spain,ESP,2012,99.8306121826172
3269,Spain,ESP,2013,99.6759033203125
3270,Spain,ESP,2014,99.1949005126953
3271,Sri Lanka,LKA,1977,78.4805221557617
3272,Sri Lanka,LKA,1986,98.31674194335942
3273,Sri Lanka,LKA,2001,99.88101196289058
3274,Sri Lanka,LKA,2002,99.9247283935547
3275,Sri Lanka,LKA,2003,99.61672973632808
3276,Sri Lanka,LKA,2004,96.8480987548828
3277,Sri Lanka,LKA,2005,97.2529067993164
3278,Sri Lanka,LKA,2006,96.7284164428711
3279,Sri Lanka,LKA,2007,96.3668975830078
3280,Sri Lanka,LKA,2008,95.5427932739258
3281,Sri Lanka,LKA,2009,93.3739700317383
3282,Sri Lanka,LKA,2010,95.0441513061523
3283,Sri Lanka,LKA,2011,95.18807983398442
3284,Sri Lanka,LKA,2012,95.3712692260742
3285,Sri Lanka,LKA,2013,96.512336730957
3286,Sri Lanka,LKA,2014,97.3337783813477
3287,Sudan,SDN,2011,50.8896408081055
3288,Sudan,SDN,2012,54.7466812133789
3289,Suriname,SUR,1977,93.87869262695308
3290,Suriname,SUR,1978,95.3119888305664
3291,Suriname,SUR,1985,98.9451675415039
3292,Suriname,SUR,1987,98.57058715820308
3293,Suriname,SUR,1988,98.7379608154297
3294,Suriname,SUR,1989,98.1689300537109
3295,Suriname,SUR,2005,88.39257049560551
3296,Suriname,SUR,2006,90.99758911132808
3297,Suriname,SUR,2007,87.3758773803711
3298,Suriname,SUR,2008,92.49266815185553
3299,Suriname,SUR,2009,95.1582489013672
3300,Suriname,SUR,2011,97.2638931274414
3301,Suriname,SUR,2013,92.18578338623053
3302,Suriname,SUR,2014,91.4765090942383
3303,Sweden,SWE,1976,99.43921661376947
3304,Sweden,SWE,1982,96.2572708129883
3305,Sweden,SWE,1987,98.21240997314447
3306,Sweden,SWE,1988,98.4594116210938
3307,Sweden,SWE,1989,98.816650390625
3308,Sweden,SWE,1990,99.55689239501947
3309,Sweden,SWE,1991,99.76437377929692
3310,Sweden,SWE,1992,99.84866333007808
3311,Sweden,SWE,1993,99.6260528564453
3312,Sweden,SWE,1994,99.8911514282227
3313,Sweden,SWE,1995,98.8409576416016
3314,Sweden,SWE,1996,99.8026580810547
3315,Sweden,SWE,1997,99.823860168457
3316,Sweden,SWE,1999,99.7683486938477
3317,Sweden,SWE,2000,99.63784790039058
3318,Sweden,SWE,2001,99.72460174560553
3319,Sweden,SWE,2002,99.7275772094727
3320,Sweden,SWE,2003,99.35694122314447
3321,Sweden,SWE,2004,97.1539993286133
3322,Sweden,SWE,2005,95.67587280273442
3323,Sweden,SWE,2006,95.3440704345703
3324,Sweden,SWE,2007,96.2853393554688
3325,Sweden,SWE,2008,98.7336196899414
3326,Sweden,SWE,2009,99.6318893432617
3327,Sweden,SWE,2010,99.63607788085942
3328,Sweden,SWE,2011,99.70897674560553
3329,Sweden,SWE,2012,99.8339080810547
3330,Sweden,SWE,2013,99.970703125
3331,Sweden,SWE,2014,99.9412384033203
3332,Switzerland,CHE,1977,75.6500778198242
3333,Switzerland,CHE,1978,76.1833267211914
3334,Switzerland,CHE,1981,77.1394729614258
3335,Switzerland,CHE,1982,77.1026077270508
3336,Switzerland,CHE,1983,76.73101806640629
3337,Switzerland,CHE,1984,76.2067031860352
3338,Switzerland,CHE,1985,76.14630126953129
3339,Switzerland,CHE,1986,76.5557174682617
3340,Switzerland,CHE,1987,77.7358093261719
3341,Switzerland,CHE,1988,79.5231094360352
3342,Switzerland,CHE,1989,81.5891799926758
3343,Switzerland,CHE,1990,83.32286071777341
3344,Switzerland,CHE,1991,84.1508483886719
3345,Switzerland,CHE,1992,84.2088928222656
3346,Switzerland,CHE,1993,83.4270324707031
3347,Switzerland,CHE,1994,82.55226135253909
3348,Switzerland,CHE,1995,88.9908218383789
3349,Switzerland,CHE,1996,90.91195678710942
3350,Switzerland,CHE,1999,99.871711730957
3351,Switzerland,CHE,2000,99.664192199707
3352,Switzerland,CHE,2001,99.5289077758789
3353,Switzerland,CHE,2002,99.5135498046875
3354,Switzerland,CHE,2003,99.4793930053711
3355,Switzerland,CHE,2004,99.1470718383789
3356,Switzerland,CHE,2005,98.28173828125
3357,Switzerland,CHE,2006,97.9090423583984
3358,Switzerland,CHE,2007,97.99561309814447
3359,Switzerland,CHE,2008,98.7450790405273
3360,Switzerland,CHE,2009,99.20285034179692
3361,Switzerland,CHE,2010,99.2678604125977
3362,Switzerland,CHE,2011,99.41162109375
3363,Switzerland,CHE,2012,99.3756866455078
3364,Switzerland,CHE,2013,99.7926406860352
3365,Switzerland,CHE,2014,99.80465698242192
3366,Syria,SYR,1971,72.891357421875
3367,Syria,SYR,1973,81.98509216308591
3368,Syria,SYR,1974,83.6743392944336
3369,Syria,SYR,1975,83.818962097168
3370,Syria,SYR,1976,84.5386505126953
3371,Syria,SYR,1977,85.4247589111328
3372,Syria,SYR,1978,85.1911315917969
3373,Syria,SYR,1979,85.0235290527344
3374,Syria,SYR,1980,85.9394302368164
3375,Syria,SYR,1981,85.96218872070308
3376,Syria,SYR,1982,86.2353134155273
3377,Syria,SYR,1983,86.6751708984375
3378,Syria,SYR,1984,88.51995849609379
3379,Syria,SYR,1985,90.01197052001949
3380,Syria,SYR,1986,91.6638565063477
3381,Syria,SYR,1987,95.06033325195308
3382,Syria,SYR,1988,94.938362121582
3383,Syria,SYR,1989,95.2760696411133
3384,Syria,SYR,1990,94.9770278930664
3385,Syria,SYR,1991,95.77053833007808
3386,Syria,SYR,1992,96.16925048828128
3387,Syria,SYR,1993,96.21337127685553
3388,Syria,SYR,1994,96.4399032592773
3389,Syria,SYR,1995,96.4714736938477
3390,Syria,SYR,1996,96.3875885009766
3391,Syria,SYR,1997,95.9094009399414
3392,Syria,SYR,1998,96.8315887451172
3393,Syria,SYR,1999,96.5316772460938
3394,Syria,SYR,2000,96.86212158203128
3395,Syria,SYR,2001,97.5284194946289
3396,Syria,SYR,2002,97.7036666870117
3397,Syria,SYR,2003,98.38452911376947
3398,Syria,SYR,2004,99.00341796875
3399,Syria,SYR,2005,99.2025833129883
3400,Syria,SYR,2006,99.2067031860352
3401,Syria,SYR,2007,99.2403106689453
3402,Syria,SYR,2008,99.2490081787109
3403,Syria,SYR,2009,99.1402969360352
3404,Syria,SYR,2010,98.9318008422852
3405,Syria,SYR,2011,99.09178924560553
3406,Syria,SYR,2012,98.94418334960942
3407,Syria,SYR,2013,71.0094528198242
3408,Tajikistan,TJK,1999,96.4378204345703
3409,Tajikistan,TJK,2000,95.4670181274414
3410,Tajikistan,TJK,2001,95.2230911254883
3411,Tajikistan,TJK,2002,97.4302597045898
3412,Tajikistan,TJK,2003,97.8700790405273
3413,Tajikistan,TJK,2004,98.1487579345703
3414,Tajikistan,TJK,2005,98.0953216552734
3415,Tajikistan,TJK,2006,97.8151397705078
3416,Tajikistan,TJK,2007,97.0715713500977
3417,Tajikistan,TJK,2008,98.2781295776367
3418,Tajikistan,TJK,2009,98.4239883422852
3419,Tajikistan,TJK,2010,98.5752410888672
3420,Tajikistan,TJK,2011,98.4925003051758
3421,Tajikistan,TJK,2012,98.3330307006836
3422,Tajikistan,TJK,2013,98.0035400390625
3423,Tajikistan,TJK,2014,97.2233200073242
3424,Tajikistan,TJK,2015,98.6840286254883
3425,Tanzania,TZA,1976,48.2087898254395
3426,Tanzania,TZA,1980,69.8682098388672
3427,Tanzania,TZA,1981,68.594841003418
3428,Tanzania,TZA,1982,63.718231201171896
3429,Tanzania,TZA,1983,62.4729995727539
3430,Tanzania,TZA,1984,59.2785797119141
3431,Tanzania,TZA,1985,56.4403800964355
3432,Tanzania,TZA,1986,55.13037109375
3433,Tanzania,TZA,1987,53.67842102050779
3434,Tanzania,TZA,1988,52.04280090332029
3435,Tanzania,TZA,1989,51.961341857910206
3436,Tanzania,TZA,1990,51.3241081237793
3437,Tanzania,TZA,1991,50.64376068115229
3438,Tanzania,TZA,1992,50.7432518005371
3439,Tanzania,TZA,1993,49.9794998168945
3440,Tanzania,TZA,1994,48.7924194335938
3441,Tanzania,TZA,1995,48.7076187133789
3442,Tanzania,TZA,1996,48.839271545410206
3443,Tanzania,TZA,1997,49.256908416748
3444,Tanzania,TZA,1998,48.775550842285206
3445,Tanzania,TZA,1999,49.2332992553711
3446,Tanzania,TZA,2000,52.8379402160645
3447,Tanzania,TZA,2001,57.503631591796896
3448,Tanzania,TZA,2002,72.37989807128909
3449,Tanzania,TZA,2003,80.786979675293
3450,Tanzania,TZA,2004,85.09320068359379
3451,Tanzania,TZA,2005,89.40869140625
3452,Tanzania,TZA,2006,94.76788330078128
3453,Tanzania,TZA,2008,95.8666763305664
3454,Tanzania,TZA,2010,89.1167984008789
3455,Tanzania,TZA,2012,84.85594177246091
3456,Tanzania,TZA,2013,81.91908264160159
3457,Thailand,THA,1973,75.50604248046879
3458,Thailand,THA,1974,75.90728759765629
3459,Thailand,THA,2006,94.1102066040039
3460,Thailand,THA,2007,94.5156021118164
3461,Thailand,THA,2008,95.0685501098633
3462,Thailand,THA,2009,96.34033966064447
3463,Thailand,THA,2014,96.5462493896484
3464,Timor,TLS,2008,77.4239730834961
3465,Timor,TLS,2009,87.2501602172852
3466,Timor,TLS,2010,96.34036254882808
3467,Timor,TLS,2011,98.9163818359375
3468,Timor,TLS,2012,97.291877746582
3469,Timor,TLS,2013,98.5831985473633
3470,Timor,TLS,2014,98.4408493041992
3471,Togo,TGO,1971,51.3709106445313
3472,Togo,TGO,1972,52.3787117004395
3473,Togo,TGO,1978,70.402702331543
3474,Togo,TGO,1979,71.6098098754883
3475,Togo,TGO,1980,71.9015274047852
3476,Togo,TGO,1982,69.26222991943361
3477,Togo,TGO,1983,66.8686676025391
3478,Togo,TGO,1984,59.87271118164061
3479,Togo,TGO,1985,58.0141906738281
3480,Togo,TGO,1986,53.5605812072754
3481,Togo,TGO,1987,62.6483001708984
3482,Togo,TGO,1988,63.0451889038086
3483,Togo,TGO,1989,63.3064498901367
3484,Togo,TGO,1990,64.4899063110352
3485,Togo,TGO,1991,66.9748916625977
3486,Togo,TGO,1994,62.696071624755895
3487,Togo,TGO,1995,71.2767105102539
3488,Togo,TGO,1996,78.6700973510742
3489,Togo,TGO,1997,76.2370910644531
3490,Togo,TGO,1999,88.5492630004883
3491,Togo,TGO,2000,85.0263595581055
3492,Togo,TGO,2001,87.64745330810551
3493,Togo,TGO,2002,90.9521102905273
3494,Togo,TGO,2003,88.7495574951172
3495,Togo,TGO,2004,91.4344329833984
3496,Togo,TGO,2005,90.8877334594727
3497,Togo,TGO,2006,93.3025894165039
3498,Togo,TGO,2007,89.9970016479492
3499,Togo,TGO,2008,91.4678726196289
3500,Togo,TGO,2014,93.02554321289058
3501,Tonga,TON,1970,87.6900177001953
3502,Tonga,TON,1971,88.9478378295898
3503,Tonga,TON,1972,94.7897567749023
3504,Tonga,TON,1974,89.42578887939449
3505,Tonga,TON,1975,97.2842864990234
3506,Tonga,TON,1978,99.33770751953128
3507,Tonga,TON,1982,98.7474517822266
3508,Tonga,TON,1983,90.1825714111328
3509,Tonga,TON,1984,98.893928527832
3510,Tonga,TON,1985,96.9831771850586
3511,Tonga,TON,1986,96.7499008178711
3512,Tonga,TON,1990,92.2912216186523
3513,Tonga,TON,1993,92.5973968505859
3514,Tonga,TON,1998,94.6790924072266
3515,Tonga,TON,1999,94.3952178955078
3516,Tonga,TON,2001,99.0487670898438
3517,Tonga,TON,2004,98.1182632446289
3518,Tonga,TON,2005,98.82955932617192
3519,Tonga,TON,2006,98.90811157226558
3520,Tonga,TON,2012,98.4152221679688
3521,Tonga,TON,2013,96.087043762207
3522,Tonga,TON,2014,98.609001159668
3523,Trinidad and Tobago,TTO,1971,93.112060546875
3524,Trinidad and Tobago,TTO,1972,92.2927017211914
3525,Trinidad and Tobago,TTO,1973,91.556640625
3526,Trinidad and Tobago,TTO,1974,91.4076538085938
3527,Trinidad and Tobago,TTO,1975,92.2471694946289
3528,Trinidad and Tobago,TTO,1976,95.3400268554688
3529,Trinidad and Tobago,TTO,1977,96.0515365600586
3530,Trinidad and Tobago,TTO,1978,94.09793090820308
3531,Trinidad and Tobago,TTO,1979,89.40709686279301
3532,Trinidad and Tobago,TTO,1980,86.25540161132808
3533,Trinidad and Tobago,TTO,1981,91.30587768554692
3534,Trinidad and Tobago,TTO,1982,92.5900497436523
3535,Trinidad and Tobago,TTO,1983,92.5806427001953
3536,Trinidad and Tobago,TTO,1984,91.87362670898442
3537,Trinidad and Tobago,TTO,1985,92.1617202758789
3538,Trinidad and Tobago,TTO,1986,90.3870162963867
3539,Trinidad and Tobago,TTO,1987,92.4098892211914
3540,Trinidad and Tobago,TTO,1988,93.2287979125977
3541,Trinidad and Tobago,TTO,1989,91.8486709594727
3542,Trinidad and Tobago,TTO,1990,90.0338973999023
3543,Trinidad and Tobago,TTO,1991,89.61981201171879
3544,Trinidad and Tobago,TTO,1992,89.19824981689449
3545,Trinidad and Tobago,TTO,1993,88.31912231445308
3546,Trinidad and Tobago,TTO,1996,88.66735076904301
3547,Trinidad and Tobago,TTO,1997,88.4835586547852
