,price,item,date,year
2180,3.8,Lager,01-09-2020,2020
2181,28.5,Bottle of Brandy,01-09-2020,2020
2182,5.5999999,Wine per serving,01-09-2020,2020
2183,4.1500001,Draught Bitter,01-09-2020,2020
2184,6.3499999,Lager,01-09-2020,2020
2185,17.389999,Bottle of wine,01-09-2020,2020
2186,3.2,Whiskey per nip,01-09-2020,2020
2187,2.5999999,Whiskey per nip,01-09-2020,2020
2188,4.5999999,Premium Lager,01-09-2020,2020
2189,5.0500002,Vodka per nip,01-09-2020,2020
2190,2.6500001,Whiskey per nip,01-09-2020,2020
2191,3.8,Whiskey per nip,01-09-2020,2020
2192,4.3000002,Bottled Premium Lager,01-09-2020,2020
2193,5.5,Wine per serving,01-09-2020,2020
2194,6.4499998,Wine per serving,01-09-2020,2020
2195,3.1900001,Vodka per nip,01-09-2020,2020
2196,4.5,Premium Lager,01-09-2020,2020
2197,5.0999999,Bottled Premium Lager,01-09-2020,2020
2198,4.6999998,Lager,01-09-2020,2020
2199,5.8000002,Wine per serving,01-09-2020,2020
2200,34.990002,Bottle of Brandy,01-09-2020,2020
2201,4.6999998,Bottled Premium Lager,01-09-2020,2020
2202,4.1999998,Premium Lager,01-09-2020,2020
2203,5.3499999,Lager,01-09-2020,2020
2204,4.5,Bottled Premium Lager,01-09-2020,2020
2205,3.5,Vodka per nip,01-09-2020,2020
2206,6.1999998,Premium Lager,01-09-2020,2020
2207,19.0,Bottle of wine,01-09-2020,2020
2208,3.4000001,Whiskey per nip,01-09-2020,2020
2209,3.7,Whiskey per nip,01-09-2020,2020
2210,4.25,Wine per serving,01-09-2020,2020
2211,8.9499998,Wine per serving,01-09-2020,2020
2212,4.1500001,Bottled Premium Lager,01-09-2020,2020
2213,3.9000001,Premium Lager,01-09-2020,2020
2214,4.5,Draught Bitter,01-09-2020,2020
2215,32.5,Bottle of Brandy,01-09-2020,2020
2216,5.0,Wine per serving,01-09-2020,2020
2217,4.8000002,Draught Bitter,01-09-2020,2020
2218,3.0,Whiskey per nip,01-09-2020,2020
2219,2.9000001,Lager,01-09-2020,2020
2220,5.1500001,Lager,01-09-2020,2020
2221,4.9000001,Whiskey per nip,01-09-2020,2020
2222,3.4000001,Vodka per nip,01-09-2020,2020
2223,4.3000002,Vodka per nip,01-09-2020,2020
2224,4.0,Draught Stout,01-09-2020,2020
2225,3.8,Vodka per nip,01-09-2020,2020
2226,4.0500002,Whiskey per nip,01-09-2020,2020
2227,5.25,Wine per serving,01-09-2020,2020
2228,4.3499999,Draught Stout,01-09-2020,2020
2229,4.9499998,Draught Bitter,01-09-2020,2020
2230,3.9000001,Vodka per nip,01-09-2020,2020
2231,4.5999999,Wine per serving,01-09-2020,2020
2232,3.95,Premium Lager,01-09-2020,2020
2233,5.29,Wine per serving,01-09-2020,2020
2234,16.49,Bottle of wine,01-09-2020,2020
2235,4.9499998,Draught Bitter,01-09-2020,2020
2236,2.25,Vodka per nip,01-09-2020,2020
2237,4.9000001,Lager,01-09-2020,2020
2238,4.5,Vodka per nip,01-09-2020,2020
2239,3.6500001,Vodka per nip,01-09-2020,2020
2240,4.9000001,Draught Bitter,01-09-2020,2020
2241,4.8000002,Draught Stout,01-09-2020,2020
2242,20.0,Bottle of Brandy,01-09-2020,2020
2243,3.9000001,Lager,01-09-2020,2020
2244,4.4499998,Whiskey per nip,01-09-2020,2020
2245,5.75,Wine per serving,01-09-2020,2020
2246,4.5,Bottled Premium Lager,01-09-2020,2020
2247,5.5999999,Premium Lager,01-09-2020,2020
2248,4.0999999,Bottled Premium Lager,01-09-2020,2020
2249,19.950001,Bottle of wine,01-09-2020,2020
2250,19.950001,Bottle of wine,01-09-2020,2020
2251,2.95,Wine per serving,01-09-2020,2020
2252,2.99,Premium Lager,01-09-2020,2020
2253,4.5500002,Lager,01-09-2020,2020
2254,2.1900001,Draught Bitter,01-09-2020,2020
2255,4.25,Bottled Premium Lager,01-09-2020,2020
2256,15.0,Bottle of Brandy,01-09-2020,2020
2257,4.5999999,Whiskey per nip,01-09-2020,2020
2258,3.25,Lager,01-09-2020,2020
2259,5.4000001,Lager,01-09-2020,2020
2260,4.3499999,Vodka per nip,01-09-2020,2020
2261,3.9000001,Draught Bitter,01-09-2020,2020
2262,2.3499999,Wine per serving,01-09-2020,2020
2263,4.0,Vodka per nip,01-09-2020,2020
2264,15.0,Bottle of Brandy,01-10-2020,2020
2265,5.4499998,Premium Lager,01-10-2020,2020
2266,20.0,Bottle of wine,01-10-2020,2020
2267,4.4499998,Whiskey per nip,01-10-2020,2020
2268,4.9499998,Draught Bitter,01-10-2020,2020
2269,4.5500002,Draught Stout,01-10-2020,2020
2270,3.2,Whiskey per nip,01-10-2020,2020
2271,3.8,Lager,01-10-2020,2020
2272,12.95,Bottle of Brandy,01-10-2020,2020
2273,4.9000001,Whiskey per nip,01-10-2020,2020
2274,4.1500001,Bottled Premium Lager,01-10-2020,2020
2275,3.9000001,Lager,01-10-2020,2020
2276,3.9000001,Draught Bitter,01-10-2020,2020
2277,5.29,Wine per serving,01-10-2020,2020
2278,6.5999999,Wine per serving,01-10-2020,2020
2279,4.8000002,Draught Stout,01-10-2020,2020
2280,19.0,Bottle of Brandy,01-10-2020,2020
2281,8.9499998,Wine per serving,01-10-2020,2020
2282,5.9000001,Wine per serving,01-10-2020,2020
2283,2.55,Bottled Premium Lager,01-10-2020,2020
2284,3.9000001,Premium Lager,01-10-2020,2020
2285,4.0900002,Wine per serving,01-10-2020,2020
2286,4.75,Lager,01-10-2020,2020
2287,14.9,Bottle of wine,01-10-2020,2020
2288,18.0,Bottle of wine,01-10-2020,2020
2289,5.3499999,Bottled Premium Lager,01-10-2020,2020
2290,19.0,Bottle of wine,01-10-2020,2020
2291,3.9000001,Bottled Premium Lager,01-10-2020,2020
2292,4.4000001,Draught Bitter,01-10-2020,2020
2293,5.75,Draught Stout,01-10-2020,2020
2294,3.5899999,Wine per serving,01-10-2020,2020
2295,6.3499999,Lager,01-10-2020,2020
2296,7.4499998,Wine per serving,01-10-2020,2020
2297,19.25,Bottle of wine,01-10-2020,2020
2298,4.3000002,Whiskey per nip,01-10-2020,2020
2299,4.3499999,Premium Lager,01-10-2020,2020
2300,5.4899998,Wine per serving,01-10-2020,2020
2301,18.0,Bottle of wine,01-10-2020,2020
2302,4.9000001,Bottled Premium Lager,01-10-2020,2020
2303,5.8000002,Premium Lager,01-10-2020,2020
2304,5.5900002,Wine per serving,01-10-2020,2020
2305,5.3000002,Draught Stout,01-10-2020,2020
2306,3.45,Draught Stout,01-10-2020,2020
2307,4.5999999,Vodka per nip,01-10-2020,2020
2308,4.8000002,Lager,01-10-2020,2020
2309,5.75,Wine per serving,01-10-2020,2020
2310,4.1999998,Bottled Premium Lager,01-10-2020,2020
2311,3.4000001,Vodka per nip,01-10-2020,2020
2312,3.7,Whiskey per nip,01-10-2020,2020
2313,5.5999999,Premium Lager,01-10-2020,2020
2314,5.0500002,Vodka per nip,01-10-2020,2020
2315,4.3499999,Draught Stout,01-10-2020,2020
2316,5.4499998,Wine per serving,01-10-2020,2020
2317,2.99,Premium Lager,01-10-2020,2020
2318,2.8,Vodka per nip,01-10-2020,2020
2319,19.25,Bottle of Brandy,01-10-2020,2020
2320,25.0,Bottle of wine,01-10-2020,2020
2321,5.4000001,Lager,01-10-2020,2020
2322,5.0500002,Draught Stout,01-10-2020,2020
2323,5.25,Bottled Premium Lager,01-10-2020,2020
2324,5.0,Wine per serving,01-10-2020,2020
2325,4.0,Draught Stout,01-10-2020,2020
2326,3.8,Vodka per nip,01-10-2020,2020
2327,20.0,Bottle of Brandy,01-10-2020,2020
2328,3.7,Vodka per nip,01-10-2020,2020
2329,6.1999998,Premium Lager,01-10-2020,2020
2330,4.1999998,Premium Lager,01-10-2020,2020
2331,28.5,Bottle of Brandy,01-10-2020,2020
2332,4.5,Whiskey per nip,01-10-2020,2020
2333,4.3000002,Whiskey per nip,01-10-2020,2020
2334,2.9000001,Wine per serving,01-10-2020,2020
2335,2.99,Premium Lager,01-10-2020,2020
2336,4.6999998,Premium Lager,01-10-2020,2020
2337,6.0,Premium Lager,01-10-2020,2020
2338,4.8000002,Draught Stout,01-10-2020,2020
2339,5.5999999,Premium Lager,01-10-2020,2020
2340,2.5899999,Lager,01-10-2020,2020
2341,4.8000002,Draught Bitter,01-10-2020,2020
2342,5.0,Wine per serving,01-10-2020,2020
2343,18.75,Bottle of Brandy,01-10-2020,2020
2344,5.3499999,Premium Lager,01-10-2020,2020
2345,19.25,Bottle of Brandy,01-10-2020,2020
2346,3.9000001,Wine per serving,01-10-2020,2020
2347,4.1500001,Premium Lager,01-10-2020,2020
2348,18.950001,Bottle of wine,01-10-2020,2020
2349,1.99,Draught Bitter,01-10-2020,2020
2350,5.4499998,Premium Lager,01-10-2020,2020
2351,19.950001,Bottle of wine,01-10-2020,2020
2352,5.1999998,Draught Stout,01-10-2020,2020
2353,12.95,Bottle of Brandy,01-10-2020,2020
2354,2.99,Draught Stout,01-10-2020,2020
2355,5.0999999,Draught Bitter,01-10-2020,2020
2356,18.5,Bottle of wine,01-10-2020,2020
2357,2.99,Draught Stout,01-10-2020,2020
2358,4.5,Draught Bitter,01-10-2020,2020
2359,4.6999998,Bottled Premium Lager,01-10-2020,2020
2360,5.0,Lager,01-10-2020,2020
2361,29.0,Bottle of Brandy,01-10-2020,2020
2362,5.0500002,Lager,01-10-2020,2020
2363,5.1500001,Lager,01-10-2020,2020
2364,4.1999998,Vodka per nip,01-10-2020,2020
2365,4.5999999,Bottled Premium Lager,01-10-2020,2020
2366,3.8499999,Vodka per nip,01-10-2020,2020
2367,21.950001,Bottle of wine,01-10-2020,2020
2368,21.450001,Bottle of wine,01-10-2020,2020
2369,3.5,Whiskey per nip,01-10-2020,2020
2370,5.0500002,Vodka per nip,01-10-2020,2020
2371,5.6999998,Draught Stout,01-10-2020,2020
2372,21.950001,Bottle of wine,01-10-2020,2020
2373,3.5,Vodka per nip,01-10-2020,2020
2374,30.0,Bottle of wine,01-10-2020,2020
2375,4.8000002,Draught Bitter,01-10-2020,2020
2376,17.389999,Bottle of wine,01-10-2020,2020
2377,4.3499999,Vodka per nip,01-10-2020,2020
2378,4.5500002,Lager,01-10-2020,2020
2379,3.8,Bottled Premium Lager,01-10-2020,2020
2380,4.4000001,Draught Stout,01-10-2020,2020
2381,4.4000001,Whiskey per nip,01-10-2020,2020
2382,5.0,Whiskey per nip,01-10-2020,2020
2383,3.6900001,Bottled Premium Lager,01-10-2020,2020
2384,4.1999998,Bottled Premium Lager,01-10-2020,2020
2385,5.0500002,Bottled Premium Lager,01-10-2020,2020
2386,15.29,Bottle of wine,01-10-2020,2020
2387,4.25,Bottled Premium Lager,01-10-2020,2020
2388,25.0,Bottle of Brandy,01-10-2020,2020
2389,3.4000001,Vodka per nip,01-10-2020,2020
2390,3.95,Vodka per nip,01-10-2020,2020
2391,4.75,Bottled Premium Lager,01-10-2020,2020
2392,4.3499999,Draught Stout,01-10-2020,2020
2393,13.0,Bottle of Brandy,01-10-2020,2020
2394,5.5,Wine per serving,01-10-2020,2020
2395,4.0,Vodka per nip,01-10-2020,2020
2396,4.6500001,Draught Bitter,01-10-2020,2020
2397,3.0,Whiskey per nip,01-10-2020,2020
2398,1.6900001,Draught Bitter,01-10-2020,2020
2399,2.99,Draught Stout,01-10-2020,2020
2400,5.0500002,Premium Lager,01-10-2020,2020
2401,3.1500001,Vodka per nip,01-10-2020,2020
2402,3.9000001,Premium Lager,01-10-2020,2020
2403,5.0900002,Wine per serving,01-10-2020,2020
2404,3.8499999,Lager,01-10-2020,2020
2405,2.99,Whiskey per nip,01-10-2020,2020
2406,23.99,Bottle of wine,01-10-2020,2020
2407,2.95,Wine per serving,01-10-2020,2020
2408,34.990002,Bottle of Brandy,01-10-2020,2020
2409,5.3000002,Draught Stout,01-10-2020,2020
2410,3.55,Bottled Premium Lager,01-10-2020,2020
2411,4.5500002,Whiskey per nip,01-10-2020,2020
2412,5.0,Draught Stout,01-10-2020,2020
2413,2.75,Lager,01-10-2020,2020
2414,2.75,Whiskey per nip,01-10-2020,2020
2415,3.5,Bottled Premium Lager,01-10-2020,2020
2416,4.9000001,Whiskey per nip,01-10-2020,2020
2417,2.99,Draught Stout,01-10-2020,2020
2418,3.4000001,Whiskey per nip,01-10-2020,2020
2419,4.6500001,Vodka per nip,01-10-2020,2020
2420,17.389999,Bottle of wine,01-10-2020,2020
2421,3.8,Bottled Premium Lager,01-10-2020,2020
2422,5.25,Wine per serving,01-10-2020,2020
2423,19.950001,Bottle of wine,01-10-2020,2020
2424,4.0999999,Vodka per nip,01-10-2020,2020
2425,4.8000002,Premium Lager,01-10-2020,2020
2426,5.0,Wine per serving,01-10-2020,2020
2427,4.0999999,Bottled Premium Lager,01-10-2020,2020
2428,5.1999998,Vodka per nip,01-10-2020,2020
2429,4.79,Premium Lager,01-10-2020,2020
2430,4.9499998,Wine per serving,01-10-2020,2020
2431,25.0,Bottle of wine,01-10-2020,2020
2432,2.5999999,Whiskey per nip,01-10-2020,2020
2433,3.25,Lager,01-10-2020,2020
2434,4.5,Draught Stout,01-10-2020,2020
2435,4.4000001,Lager,01-10-2020,2020
2436,4.8499999,Wine per serving,01-10-2020,2020
2437,19.450001,Bottle of wine,01-10-2020,2020
2438,3.4000001,Vodka per nip,01-10-2020,2020
2439,4.8000002,Whiskey per nip,01-10-2020,2020
2440,26.950001,Bottle of wine,01-10-2020,2020
2441,5.3499999,Premium Lager,01-10-2020,2020
2442,6.0500002,Premium Lager,01-10-2020,2020
2443,19.0,Bottle of wine,01-10-2020,2020
2444,3.4000001,Whiskey per nip,01-10-2020,2020
2445,5.0,Wine per serving,01-10-2020,2020
2446,3.79,Draught Stout,01-10-2020,2020
2447,5.25,Bottled Premium Lager,01-10-2020,2020
2448,4.1100001,Vodka per nip,01-10-2020,2020
2449,4.9499998,Draught Bitter,01-10-2020,2020
2450,32.5,Bottle of Brandy,01-10-2020,2020
2451,4.0500002,Whiskey per nip,01-10-2020,2020
2452,5.1500001,Bottled Premium Lager,01-10-2020,2020
2453,4.9000001,Premium Lager,01-10-2020,2020
2454,4.5,Vodka per nip,01-10-2020,2020
2455,37.0,Bottle of wine,01-10-2020,2020
2456,5.5999999,Bottled Premium Lager,01-10-2020,2020
2457,4.8499999,Bottled Premium Lager,01-10-2020,2020
2458,3.8,Wine per serving,01-10-2020,2020
2459,4.3499999,Whiskey per nip,01-10-2020,2020
2460,5.3000002,Draught Stout,01-10-2020,2020
2461,4.0999999,Vodka per nip,01-10-2020,2020
2462,3.5,Vodka per nip,01-10-2020,2020
2463,19.0,Bottle of Brandy,01-10-2020,2020
2464,55.0,Bottle of wine,01-10-2020,2020
2465,5.0999999,Premium Lager,01-10-2020,2020
2466,2.8,Draught Bitter,01-10-2020,2020
2467,6.79,Bottle of wine,01-10-2020,2020
2468,5.25,Draught Bitter,01-10-2020,2020
2469,4.5,Bottled Premium Lager,01-10-2020,2020
2470,4.6500001,Draught Stout,01-10-2020,2020
2471,4.5,Lager,01-10-2020,2020
2472,3.5999999,Draught Bitter,01-10-2020,2020
2473,19.25,Bottle of Brandy,01-10-2020,2020
2474,4.5,Bottled Premium Lager,01-10-2020,2020
2475,3.55,Bottled Premium Lager,01-10-2020,2020
2476,4.75,Draught Stout,01-10-2020,2020
2477,4.29,Wine per serving,01-10-2020,2020
2478,5.0500002,Premium Lager,01-10-2020,2020
2479,2.99,Premium Lager,01-10-2020,2020
2480,4.0,Lager,01-10-2020,2020
2481,5.6999998,Draught Stout,01-10-2020,2020
2482,4.8000002,Bottled Premium Lager,01-10-2020,2020
2483,3.5,Vodka per nip,01-10-2020,2020
2484,6.5,Premium Lager,01-10-2020,2020
2485,5.4499998,Premium Lager,01-10-2020,2020
2486,4.0,Draught Bitter,01-10-2020,2020
2487,3.75,Whiskey per nip,01-10-2020,2020
2488,5.1500001,Lager,01-10-2020,2020
2489,4.8499999,Whiskey per nip,01-10-2020,2020
2490,4.9000001,Whiskey per nip,01-10-2020,2020
2491,5.79,Wine per serving,01-10-2020,2020
2492,3.2,Vodka per nip,01-10-2020,2020
2493,4.3000002,Draught Bitter,01-10-2020,2020
2494,2.6500001,Whiskey per nip,01-10-2020,2020
2495,3.0899999,Whiskey per nip,01-10-2020,2020
2496,4.1999998,Vodka per nip,01-10-2020,2020
2497,4.3000002,Draught Bitter,01-10-2020,2020
2498,19.75,Bottle of wine,01-10-2020,2020
2499,4.9499998,Draught Stout,01-10-2020,2020
2500,17.5,Bottle of Brandy,01-10-2020,2020
2501,3.55,Vodka per nip,01-10-2020,2020
2502,5.9499998,Wine per serving,01-10-2020,2020
2503,5.0999999,Premium Lager,01-10-2020,2020
2504,5.8499999,Premium Lager,01-10-2020,2020
2505,4.6500001,Bottled Premium Lager,01-10-2020,2020
2506,3.4000001,Whiskey per nip,01-10-2020,2020
2507,3.9000001,Lager,01-10-2020,2020
2508,5.1999998,Whiskey per nip,01-10-2020,2020
2509,3.25,Lager,01-10-2020,2020
2510,4.4499998,Draught Stout,01-10-2020,2020
2511,2.25,Vodka per nip,01-10-2020,2020
2512,3.8,Draught Bitter,01-10-2020,2020
2513,4.3499999,Vodka per nip,01-10-2020,2020
2514,4.9499998,Draught Bitter,01-10-2020,2020
2515,5.0999999,Draught Stout,01-10-2020,2020
2516,2.7,Whiskey per nip,01-10-2020,2020
2517,5.0999999,Premium Lager,01-10-2020,2020
2518,3.0,Whiskey per nip,01-10-2020,2020
2519,23.950001,Bottle of wine,01-10-2020,2020
2520,4.5,Bottled Premium Lager,01-10-2020,2020
2521,4.5,Lager,01-10-2020,2020
2522,5.3499999,Wine per serving,01-10-2020,2020
2523,4.3000002,Vodka per nip,01-10-2020,2020
2524,4.8499999,Lager,01-10-2020,2020
2525,38.0,Bottle of wine,01-10-2020,2020
2526,4.5500002,Vodka per nip,01-10-2020,2020
2527,4.4499998,Whiskey per nip,01-10-2020,2020
2528,5.5,Draught Bitter,01-10-2020,2020
2529,29.0,Bottle of wine,01-10-2020,2020
2530,5.8000002,Wine per serving,01-10-2020,2020
2531,5.5500002,Wine per serving,01-10-2020,2020
2532,5.0,Draught Bitter,01-10-2020,2020
2533,52.0,Bottle of wine,01-10-2020,2020
2534,3.6099999,Whiskey per nip,01-10-2020,2020
2535,3.9000001,Vodka per nip,01-10-2020,2020
2536,3.1900001,Vodka per nip,01-10-2020,2020
2537,6.1999998,Wine per serving,01-10-2020,2020
2538,4.9499998,Wine per serving,01-10-2020,2020
2539,3.75,Vodka per nip,01-10-2020,2020
2540,4.4000001,Draught Bitter,01-10-2020,2020
2541,4.3000002,Bottled Premium Lager,01-10-2020,2020
2542,5.5999999,Wine per serving,01-10-2020,2020
2543,5.0500002,Whiskey per nip,01-10-2020,2020
2544,3.9000001,Whiskey per nip,01-10-2020,2020
2545,3.95,Bottled Premium Lager,01-10-2020,2020
2546,5.8000002,Draught Stout,01-10-2020,2020
2547,4.5,Whiskey per nip,01-10-2020,2020
2548,22.0,Bottle of wine,01-10-2020,2020
2549,13.5,Bottle of wine,01-10-2020,2020
2550,4.6500001,Draught Bitter,01-10-2020,2020
2551,2.6500001,Vodka per nip,01-10-2020,2020
2552,22.5,Bottle of wine,01-10-2020,2020
2553,19.950001,Bottle of wine,01-10-2020,2020
2554,5.75,Premium Lager,01-10-2020,2020
2555,17.389999,Bottle of wine,01-10-2020,2020
2556,5.4000001,Premium Lager,01-10-2020,2020
2557,6.3000002,Draught Bitter,01-10-2020,2020
2558,3.8,Draught Stout,01-10-2020,2020
2559,5.75,Premium Lager,01-10-2020,2020
2560,4.9000001,Lager,01-10-2020,2020
2561,7.9000001,Wine per serving,01-10-2020,2020
2562,4.4499998,Vodka per nip,01-10-2020,2020
2563,4.4499998,Vodka per nip,01-10-2020,2020
2564,5.0500002,Bottled Premium Lager,01-10-2020,2020
2565,1.99,Draught Bitter,01-10-2020,2020
2566,4.4000001,Draught Stout,01-10-2020,2020
2567,25.0,Bottle of wine,01-10-2020,2020
2568,4.3000002,Vodka per nip,01-10-2020,2020
2569,4.8499999,Draught Stout,01-10-2020,2020
2570,4.5999999,Whiskey per nip,01-10-2020,2020
2571,2.99,Premium Lager,01-10-2020,2020
2572,4.9000001,Draught Bitter,01-10-2020,2020
2573,2.99,Draught Bitter,01-10-2020,2020
2574,4.9000001,Lager,01-10-2020,2020
2575,5.3000002,Draught Bitter,01-10-2020,2020
2576,4.9000001,Wine per serving,01-10-2020,2020
2577,4.0999999,Lager,01-10-2020,2020
2578,5.25,Lager,01-10-2020,2020
2579,4.5999999,Premium Lager,01-10-2020,2020
2580,5.0,Wine per serving,01-10-2020,2020
2581,5.25,Draught Stout,01-10-2020,2020
2582,1.99,Draught Bitter,01-10-2020,2020
2583,4.6500001,Lager,01-10-2020,2020
2584,5.3499999,Premium Lager,01-10-2020,2020
2585,4.1500001,Draught Bitter,01-10-2020,2020
2586,4.4000001,Whiskey per nip,01-10-2020,2020
2587,3.49,Draught Bitter,01-10-2020,2020
2588,4.79,Draught Stout,01-10-2020,2020
2589,3.8,Vodka per nip,01-10-2020,2020
2590,3.8,Lager,01-10-2020,2020
2591,3.95,Bottled Premium Lager,01-10-2020,2020
2592,4.29,Lager,01-10-2020,2020
2593,3.7,Whiskey per nip,01-10-2020,2020
2594,5.0999999,Bottled Premium Lager,01-10-2020,2020
2595,4.0,Draught Stout,01-10-2020,2020
2596,19.950001,Bottle of wine,01-10-2020,2020
2597,4.8499999,Premium Lager,01-10-2020,2020
2598,17.9,Bottle of wine,01-10-2020,2020
2599,6.0,Lager,01-10-2020,2020
2600,3.9000001,Vodka per nip,01-10-2020,2020
2601,4.1999998,Wine per serving,01-10-2020,2020
2602,4.6999998,Lager,01-10-2020,2020
2603,3.95,Vodka per nip,01-10-2020,2020
2604,2.9000001,Draught Bitter,01-10-2020,2020
2605,5.6999998,Premium Lager,01-10-2020,2020
2606,5.0,Whiskey per nip,01-10-2020,2020
2607,4.5,Premium Lager,01-10-2020,2020
2608,4.9000001,Draught Stout,01-10-2020,2020
2609,3.5999999,Bottled Premium Lager,01-10-2020,2020
2610,2.6900001,Lager,01-10-2020,2020
2611,3.8,Whiskey per nip,01-10-2020,2020
2612,4.3000002,Bottled Premium Lager,01-10-2020,2020
2613,5.4000001,Draught Stout,01-10-2020,2020
2614,2.9000001,Lager,01-10-2020,2020
2615,3.45,Premium Lager,01-10-2020,2020
2616,12.8,Bottle of wine,01-10-2020,2020
2617,3.4000001,Whiskey per nip,01-10-2020,2020
2618,5.1999998,Draught Stout,01-10-2020,2020
2619,4.5500002,Lager,01-10-2020,2020
2620,6.1999998,Premium Lager,01-10-2020,2020
2621,3.8499999,Whiskey per nip,01-10-2020,2020
2622,4.5500002,Bottled Premium Lager,01-10-2020,2020
2623,18.950001,Bottle of wine,01-10-2020,2020
2624,5.0,Draught Stout,01-10-2020,2020
2625,3.95,Wine per serving,01-10-2020,2020
2626,3.5999999,Bottled Premium Lager,01-10-2020,2020
2627,6.1500001,Premium Lager,01-10-2020,2020
2628,5.4899998,Wine per serving,01-10-2020,2020
2629,44.0,Bottle of wine,01-10-2020,2020
2630,5.3499999,Lager,01-10-2020,2020
2631,5.1500001,Lager,01-10-2020,2020
2632,16.49,Bottle of wine,01-10-2020,2020
2633,4.9499998,Draught Stout,01-10-2020,2020
2634,2.95,Wine per serving,01-10-2020,2020
2635,28.0,Bottle of wine,01-10-2020,2020
2636,5.0,Wine per serving,01-10-2020,2020
2637,5.3000002,Draught Stout,01-10-2020,2020
2638,5.1999998,Premium Lager,01-10-2020,2020
2639,2.3900001,Draught Bitter,01-10-2020,2020
2640,3.8499999,Draught Stout,01-10-2020,2020
2641,5.1999998,Bottled Premium Lager,01-10-2020,2020
2642,3.25,Lager,01-10-2020,2020
2643,20.950001,Bottle of wine,01-10-2020,2020
2644,4.5500002,Vodka per nip,01-10-2020,2020
2645,2.6900001,Lager,01-10-2020,2020
2646,4.9000001,Bottled Premium Lager,01-10-2020,2020
2647,3.6900001,Bottled Premium Lager,01-10-2020,2020
2648,5.0999999,Whiskey per nip,01-10-2020,2020
2649,5.3499999,Draught Stout,01-10-2020,2020
2650,4.9499998,Lager,01-10-2020,2020
2651,3.9000001,Vodka per nip,01-10-2020,2020
2652,18.0,Bottle of Brandy,01-11-2020,2020
2653,15.0,Bottle of Brandy,01-11-2020,2020
2654,11.0,Bottle of Brandy,01-11-2020,2020
2655,25.0,Bottle of Brandy,01-11-2020,2020
2656,18.75,Bottle of Brandy,01-11-2020,2020
2657,17.5,Bottle of Brandy,01-11-2020,2020
2658,5.3499999,Premium Lager,01-12-2020,2020
2659,2.9000001,Lager,01-12-2020,2020
2660,5.1999998,Premium Lager,01-12-2020,2020
2661,3.0,Whiskey per nip,01-12-2020,2020
2662,3.5,Whiskey per nip,01-12-2020,2020
2663,14.9,Bottle of wine,01-12-2020,2020
2664,4.4499998,Vodka per nip,01-12-2020,2020
2665,4.8499999,Bottled Premium Lager,01-12-2020,2020
2666,5.0999999,Bottled Premium Lager,01-12-2020,2020
2667,13.0,Bottle of Brandy,01-12-2020,2020
2668,3.95,Vodka per nip,01-12-2020,2020
2669,2.99,Draught Stout,01-12-2020,2020
2670,5.3499999,Premium Lager,01-12-2020,2020
2671,4.5500002,Lager,01-12-2020,2020
2672,4.6500001,Draught Bitter,01-12-2020,2020
2673,4.6999998,Lager,01-12-2020,2020
2674,5.0,Wine per serving,01-12-2020,2020
2675,22.0,Bottle of wine,01-12-2020,2020
2676,27.0,Bottle of Brandy,01-12-2020,2020
2677,15.0,Bottle of Brandy,01-12-2020,2020
2678,4.4000001,Draught Bitter,01-12-2020,2020
2679,3.5,Vodka per nip,01-12-2020,2020
2680,21.950001,Bottle of wine,01-12-2020,2020
2681,2.6900001,Lager,01-12-2020,2020
2682,2.9000001,Draught Bitter,01-12-2020,2020
2683,5.3000002,Draught Stout,01-12-2020,2020
2684,4.8000002,Bottled Premium Lager,01-12-2020,2020
2685,3.25,Lager,01-12-2020,2020
2686,23.950001,Bottle of wine,01-12-2020,2020
2687,3.55,Bottled Premium Lager,01-12-2020,2020
2688,8.9499998,Wine per serving,01-12-2020,2020
2689,19.950001,Bottle of wine,01-12-2020,2020
2690,5.5,Premium Lager,01-12-2020,2020
2691,4.3499999,Vodka per nip,01-12-2020,2020
2692,5.4899998,Wine per serving,01-12-2020,2020
2693,5.9000001,Wine per serving,01-12-2020,2020
2694,23.99,Bottle of wine,01-12-2020,2020
2695,2.25,Vodka per nip,01-12-2020,2020
2696,18.0,Bottle of wine,01-12-2020,2020
2697,2.6500001,Whiskey per nip,01-12-2020,2020
2698,4.3499999,Whiskey per nip,01-12-2020,2020
2699,1.99,Draught Bitter,01-12-2020,2020
2700,3.95,Vodka per nip,01-12-2020,2020
2701,5.0999999,Premium Lager,01-12-2020,2020
2702,2.99,Draught Stout,01-12-2020,2020
2703,30.0,Bottle of wine,01-12-2020,2020
2704,4.5500002,Vodka per nip,01-12-2020,2020
2705,2.7,Whiskey per nip,01-12-2020,2020
2706,4.6500001,Whiskey per nip,01-12-2020,2020
2707,4.6999998,Premium Lager,01-12-2020,2020
2708,4.5500002,Lager,01-12-2020,2020
2709,17.389999,Bottle of wine,01-12-2020,2020
2710,2.5899999,Lager,01-12-2020,2020
2711,3.4000001,Whiskey per nip,01-12-2020,2020
2712,3.6500001,Vodka per nip,01-12-2020,2020
2713,4.4000001,Wine per serving,01-12-2020,2020
2714,4.9000001,Premium Lager,01-12-2020,2020
2715,37.0,Bottle of wine,01-12-2020,2020
2716,2.99,Premium Lager,01-12-2020,2020
2717,4.75,Lager,01-12-2020,2020
2718,2.95,Wine per serving,01-12-2020,2020
2719,3.45,Premium Lager,01-12-2020,2020
