,country,Year,democracy score,years of schooling
36758,New Zealand,1890,0.581,11.17
36759,New Zealand,1891,0.582,11.17
36760,New Zealand,1892,0.582,11.17
36761,New Zealand,1893,0.712,11.17
36762,New Zealand,1894,0.776,11.17
36763,New Zealand,1895,0.776,11.17
36764,New Zealand,1896,0.777,11.17
36765,New Zealand,1897,0.788,11.17
36766,New Zealand,1898,0.788,11.17
36767,New Zealand,1899,0.788,11.17
36768,New Zealand,1900,0.797,11.17
36769,New Zealand,1901,0.807,11.17
36770,New Zealand,1902,0.807,11.17
36771,New Zealand,1903,0.806,11.17
36772,New Zealand,1904,0.806,11.17
36773,New Zealand,1905,0.807,11.17
36774,New Zealand,1906,0.811,11.17
36775,New Zealand,1907,0.811,11.17
36776,New Zealand,1908,0.812,11.17
36777,New Zealand,1909,0.814,11.17
36778,New Zealand,1910,0.814,11.17
36779,New Zealand,1911,0.815,11.17
36780,New Zealand,1912,0.791,11.17
36781,New Zealand,1913,0.799,11.17
36782,New Zealand,1914,0.795,11.17
36783,New Zealand,1915,0.783,11.17
36784,New Zealand,1916,0.783,11.17
36785,New Zealand,1917,0.777,11.17
36786,New Zealand,1918,0.777,11.17
36787,New Zealand,1919,0.806,11.17
36788,New Zealand,1920,0.819,11.17
36789,New Zealand,1921,0.816,11.17
36790,New Zealand,1922,0.821,11.17
36791,New Zealand,1923,0.818,11.17
36792,New Zealand,1924,0.818,11.17
36793,New Zealand,1925,0.818,11.17
36794,New Zealand,1926,0.818,11.17
36795,New Zealand,1927,0.818,11.17
36796,New Zealand,1928,0.818,11.17
36797,New Zealand,1929,0.82,11.17
36798,New Zealand,1930,0.82,11.17
36799,New Zealand,1931,0.82,11.17
36800,New Zealand,1932,0.806,11.17
36801,New Zealand,1933,0.82,11.17
36802,New Zealand,1934,0.82,11.17
36803,New Zealand,1935,0.805,11.17
36804,New Zealand,1936,0.799,11.17
36805,New Zealand,1937,0.799,11.17
36806,New Zealand,1938,0.799,11.17
36807,New Zealand,1939,0.798,11.17
36808,New Zealand,1940,0.782,11.17
36809,New Zealand,1941,0.782,11.17
36810,New Zealand,1942,0.782,11.17
36811,New Zealand,1943,0.782,11.17
36812,New Zealand,1944,0.782,11.17
36813,New Zealand,1945,0.782,11.17
36814,New Zealand,1946,0.801,11.17
36815,New Zealand,1947,0.809,11.17
36816,New Zealand,1948,0.809,11.17
36817,New Zealand,1949,0.809,11.17
36818,New Zealand,1950,0.808,11.17
36819,New Zealand,1951,0.785,11.17
36820,New Zealand,1952,0.796,11.17
36821,New Zealand,1953,0.796,11.17
36822,New Zealand,1954,0.801,11.17
36823,New Zealand,1955,0.818,11.17
36824,New Zealand,1956,0.818,11.17
36825,New Zealand,1957,0.817,11.17
36826,New Zealand,1958,0.816,11.17
36827,New Zealand,1959,0.816,11.17
36828,New Zealand,1960,0.831,11.17
36829,New Zealand,1961,0.837,11.17
36830,New Zealand,1962,0.837,11.17
36831,New Zealand,1963,0.843,11.17
36832,New Zealand,1964,0.841,11.17
36833,New Zealand,1965,0.841,11.17
36834,New Zealand,1966,0.841,11.17
36835,New Zealand,1967,0.842,11.17
36836,New Zealand,1968,0.842,11.17
36837,New Zealand,1969,0.842,11.17
36838,New Zealand,1970,0.85,11.17
36839,New Zealand,1971,0.85,11.17
36840,New Zealand,1972,0.851,11.17
36841,New Zealand,1973,0.854,11.17
36842,New Zealand,1974,0.858,11.17
36843,New Zealand,1975,0.86,11.17
36844,New Zealand,1976,0.858,11.17
36845,New Zealand,1977,0.852,11.17
36846,New Zealand,1978,0.855,11.17
36847,New Zealand,1979,0.852,11.17
36848,New Zealand,1980,0.854,11.17
36849,New Zealand,1981,0.851,11.17
36850,New Zealand,1982,0.854,11.17
36851,New Zealand,1983,0.858,11.17
36852,New Zealand,1984,0.867,11.17
36853,New Zealand,1985,0.87,11.17
36854,New Zealand,1986,0.87,11.17
36855,New Zealand,1987,0.87,11.17
36856,New Zealand,1988,0.869,11.17
36857,New Zealand,1989,0.869,11.17
36858,New Zealand,1990,0.87,11.17
36859,New Zealand,1991,0.875,11.17
36860,New Zealand,1992,0.875,11.17
36861,New Zealand,1993,0.876,11.17
36862,New Zealand,1994,0.881,11.17
36863,New Zealand,1995,0.881,11.17
36864,New Zealand,1996,0.879,11.17
36865,New Zealand,1997,0.888,11.17
36866,New Zealand,1998,0.888,11.17
36867,New Zealand,1999,0.888,11.17
36868,New Zealand,2000,0.89,11.17
36869,New Zealand,2001,0.89,11.17
36870,New Zealand,2002,0.889,11.17
36871,New Zealand,2003,0.887,11.17
36872,New Zealand,2004,0.887,11.17
36873,New Zealand,2005,0.887,11.17
36874,New Zealand,2006,0.886,11.17
36875,New Zealand,2007,0.886,11.17
36876,New Zealand,2008,0.889,11.17
36877,New Zealand,2009,0.902,11.17
36878,New Zealand,2010,0.904,11.17
36879,New Zealand,2011,0.902,11.17
36880,New Zealand,2012,0.901,11.17
36881,New Zealand,2013,0.894,11.17
36882,New Zealand,2014,0.892,11.17
36883,New Zealand,2015,0.891,11.17
36884,New Zealand,2016,0.891,11.17
36885,New Zealand,2017,0.888,11.17
36886,New Zealand,2018,0.897,11.17
36887,New Zealand,2019,0.897,11.17
36888,New Zealand,2020,0.895,11.17
36889,New Zealand,2021,0.887,11.17
36958,Nicaragua,1901,0.11,3.07
36959,Nicaragua,1902,0.105,3.07
36960,Nicaragua,1903,0.105,3.07
36961,Nicaragua,1904,0.105,3.07
36962,Nicaragua,1905,0.106,3.07
36963,Nicaragua,1906,0.106,3.07
36964,Nicaragua,1907,0.098,3.07
36965,Nicaragua,1908,0.098,3.07
36966,Nicaragua,1909,0.098,3.07
36967,Nicaragua,1910,0.104,3.07
36968,Nicaragua,1911,0.099,3.07
36969,Nicaragua,1912,0.099,3.07
36970,Nicaragua,1913,0.129,3.07
36971,Nicaragua,1914,0.131,3.07
36972,Nicaragua,1915,0.16,3.07
36973,Nicaragua,1916,0.16,3.07
36974,Nicaragua,1917,0.158,3.07
36975,Nicaragua,1918,0.158,3.07
36976,Nicaragua,1919,0.158,3.07
36977,Nicaragua,1920,0.16,3.07
36978,Nicaragua,1921,0.161,3.07
36979,Nicaragua,1922,0.161,3.07
36980,Nicaragua,1923,0.161,3.07
36981,Nicaragua,1924,0.164,3.07
36982,Nicaragua,1925,0.164,3.07
36983,Nicaragua,1926,0.109,3.07
36984,Nicaragua,1927,0.099,3.07
36985,Nicaragua,1928,0.097,3.07
36986,Nicaragua,1929,0.106,3.07
36987,Nicaragua,1930,0.107,3.07
36988,Nicaragua,1931,0.106,3.07
36989,Nicaragua,1932,0.106,3.07
36990,Nicaragua,1933,0.093,3.07
36991,Nicaragua,1934,0.152,3.07
36992,Nicaragua,1935,0.148,3.07
36993,Nicaragua,1936,0.147,3.07
36994,Nicaragua,1937,0.14,3.07
36995,Nicaragua,1938,0.14,3.07
36996,Nicaragua,1939,0.14,3.07
36997,Nicaragua,1940,0.14,3.07
36998,Nicaragua,1941,0.14,3.07
36999,Nicaragua,1942,0.14,3.07
37000,Nicaragua,1943,0.14,3.07
37001,Nicaragua,1944,0.14,3.07
37002,Nicaragua,1945,0.139,3.07
37003,Nicaragua,1946,0.139,3.07
37004,Nicaragua,1947,0.125,3.07
37005,Nicaragua,1948,0.134,3.07
37006,Nicaragua,1949,0.134,3.07
37007,Nicaragua,1950,0.137,3.07
37008,Nicaragua,1951,0.138,3.07
37009,Nicaragua,1952,0.138,3.07
37010,Nicaragua,1953,0.138,3.07
37011,Nicaragua,1954,0.138,3.07
37012,Nicaragua,1955,0.139,3.07
37013,Nicaragua,1956,0.171,3.07
37014,Nicaragua,1957,0.169,3.07
37015,Nicaragua,1958,0.169,3.07
37016,Nicaragua,1959,0.167,3.07
37017,Nicaragua,1960,0.17,3.07
37018,Nicaragua,1961,0.17,3.07
37019,Nicaragua,1962,0.171,3.07
37020,Nicaragua,1963,0.172,3.07
37021,Nicaragua,1964,0.172,3.07
37022,Nicaragua,1965,0.172,3.07
37023,Nicaragua,1966,0.171,3.07
37024,Nicaragua,1967,0.173,3.07
37025,Nicaragua,1968,0.172,3.07
37026,Nicaragua,1969,0.172,3.07
37027,Nicaragua,1970,0.172,3.07
37028,Nicaragua,1971,0.172,3.07
37029,Nicaragua,1972,0.157,3.07
37030,Nicaragua,1973,0.167,3.07
37031,Nicaragua,1974,0.169,3.07
37032,Nicaragua,1975,0.171,3.07
37033,Nicaragua,1976,0.171,3.07
37034,Nicaragua,1977,0.169,3.07
37035,Nicaragua,1978,0.169,3.07
37036,Nicaragua,1979,0.141,3.07
37037,Nicaragua,1980,0.18,3.07
37038,Nicaragua,1981,0.184,3.07
37039,Nicaragua,1982,0.168,3.07
37040,Nicaragua,1983,0.176,3.07
37041,Nicaragua,1984,0.193,3.07
37042,Nicaragua,1985,0.368,3.07
37043,Nicaragua,1986,0.37,3.07
37044,Nicaragua,1987,0.372,3.07
37045,Nicaragua,1988,0.39,3.07
37046,Nicaragua,1989,0.412,3.07
37047,Nicaragua,1990,0.62,3.07
37048,Nicaragua,1991,0.694,3.07
37049,Nicaragua,1992,0.698,3.07
37050,Nicaragua,1993,0.702,3.07
37051,Nicaragua,1994,0.702,3.07
37052,Nicaragua,1995,0.701,3.07
37053,Nicaragua,1996,0.689,3.07
37054,Nicaragua,1997,0.643,3.07
37055,Nicaragua,1998,0.643,3.07
37056,Nicaragua,1999,0.605,3.07
37057,Nicaragua,2000,0.604,3.07
37058,Nicaragua,2001,0.607,3.07
37059,Nicaragua,2002,0.627,3.07
37060,Nicaragua,2003,0.621,3.07
37061,Nicaragua,2004,0.621,3.07
37062,Nicaragua,2005,0.621,3.07
37063,Nicaragua,2006,0.603,3.07
37064,Nicaragua,2007,0.485,3.07
37065,Nicaragua,2008,0.471,3.07
37066,Nicaragua,2009,0.47,3.07
37067,Nicaragua,2010,0.465,3.07
37068,Nicaragua,2011,0.455,3.07
37069,Nicaragua,2012,0.389,3.07
37070,Nicaragua,2013,0.34,3.07
37071,Nicaragua,2014,0.339,3.07
37072,Nicaragua,2015,0.338,3.07
37073,Nicaragua,2016,0.332,3.07
37074,Nicaragua,2017,0.296,3.07
37075,Nicaragua,2018,0.237,3.07
37076,Nicaragua,2019,0.231,3.07
37077,Nicaragua,2020,0.239,3.07
37078,Nicaragua,2021,0.233,3.07
37217,Niger,1922,0.016,0.45
37218,Niger,1923,0.016,0.45
37219,Niger,1924,0.016,0.45
37220,Niger,1925,0.016,0.45
37221,Niger,1926,0.016,0.45
37222,Niger,1927,0.016,0.45
37223,Niger,1928,0.016,0.45
37224,Niger,1929,0.016,0.45
37225,Niger,1930,0.016,0.45
37226,Niger,1931,0.016,0.45
37227,Niger,1932,0.016,0.45
37228,Niger,1933,0.016,0.45
37229,Niger,1934,0.016,0.45
37230,Niger,1935,0.016,0.45
37231,Niger,1936,0.016,0.45
37232,Niger,1937,0.016,0.45
37233,Niger,1938,0.016,0.45
37234,Niger,1939,0.016,0.45
37235,Niger,1940,0.016,0.45
37236,Niger,1941,0.017,0.45
37237,Niger,1942,0.017,0.45
37238,Niger,1943,0.017,0.45
37239,Niger,1944,0.017,0.45
37240,Niger,1945,0.018,0.45
37241,Niger,1946,0.026,0.45
37242,Niger,1947,0.055,0.45
37243,Niger,1948,0.031,0.45
37244,Niger,1949,0.031,0.45
37245,Niger,1950,0.031,0.45
37246,Niger,1951,0.031,0.45
37247,Niger,1952,0.037,0.45
37248,Niger,1953,0.037,0.45
37249,Niger,1954,0.039,0.45
37250,Niger,1955,0.039,0.45
37251,Niger,1956,0.039,0.45
37252,Niger,1957,0.115,0.45
37253,Niger,1958,0.116,0.45
37254,Niger,1959,0.133,0.45
37255,Niger,1960,0.143,0.45
37256,Niger,1961,0.2,0.45
37257,Niger,1962,0.198,0.45
37258,Niger,1963,0.199,0.45
37259,Niger,1964,0.2,0.45
37260,Niger,1965,0.196,0.45
37261,Niger,1966,0.186,0.45
37262,Niger,1967,0.186,0.45
37263,Niger,1968,0.186,0.45
37264,Niger,1969,0.186,0.45
37265,Niger,1970,0.188,0.45
37266,Niger,1971,0.187,0.45
37267,Niger,1972,0.187,0.45
37268,Niger,1973,0.187,0.45
37269,Niger,1974,0.114,0.45
37270,Niger,1975,0.09,0.45
37271,Niger,1976,0.09,0.45
37272,Niger,1977,0.09,0.45
37273,Niger,1978,0.09,0.45
37274,Niger,1979,0.09,0.45
37275,Niger,1980,0.092,0.45
37276,Niger,1981,0.092,0.45
37277,Niger,1982,0.092,0.45
37278,Niger,1983,0.092,0.45
37279,Niger,1984,0.092,0.45
37280,Niger,1985,0.092,0.45
37281,Niger,1986,0.092,0.45
37282,Niger,1987,0.095,0.45
37283,Niger,1988,0.113,0.45
37284,Niger,1989,0.152,0.45
37285,Niger,1990,0.351,0.45
37286,Niger,1991,0.389,0.45
37287,Niger,1992,0.337,0.45
37288,Niger,1993,0.532,0.45
37289,Niger,1994,0.55,0.45
37290,Niger,1995,0.545,0.45
37291,Niger,1996,0.3,0.45
37292,Niger,1997,0.391,0.45
37293,Niger,1998,0.391,0.45
37294,Niger,1999,0.283,0.45
37295,Niger,2000,0.546,0.45
37296,Niger,2001,0.549,0.45
37297,Niger,2002,0.549,0.45
37298,Niger,2003,0.549,0.45
37299,Niger,2004,0.552,0.45
37300,Niger,2005,0.578,0.45
37301,Niger,2006,0.585,0.45
37302,Niger,2007,0.585,0.45
37303,Niger,2008,0.578,0.45
37304,Niger,2009,0.431,0.45
37305,Niger,2010,0.264,0.45
37306,Niger,2011,0.549,0.45
37307,Niger,2012,0.625,0.45
37308,Niger,2013,0.639,0.45
37309,Niger,2014,0.638,0.45
37310,Niger,2015,0.628,0.45
37311,Niger,2016,0.579,0.45
37312,Niger,2017,0.547,0.45
37313,Niger,2018,0.535,0.45
37314,Niger,2019,0.531,0.45
37315,Niger,2020,0.532,0.45
37316,Niger,2021,0.522,0.45
38688,Norway,1807,0.014,8.47
38689,Norway,1808,0.014,8.47
38690,Norway,1809,0.014,8.47
38691,Norway,1810,0.014,8.47
38692,Norway,1811,0.014,8.47
38693,Norway,1812,0.014,8.47
38694,Norway,1813,0.014,8.47
38695,Norway,1814,0.112,8.47
38696,Norway,1815,0.151,8.47
38697,Norway,1816,0.159,8.47
38698,Norway,1817,0.157,8.47
38699,Norway,1818,0.156,8.47
38700,Norway,1819,0.156,8.47
38701,Norway,1820,0.158,8.47
38702,Norway,1821,0.158,8.47
38703,Norway,1822,0.157,8.47
38704,Norway,1823,0.158,8.47
38705,Norway,1824,0.158,8.47
38706,Norway,1825,0.158,8.47
38707,Norway,1826,0.155,8.47
38708,Norway,1827,0.155,8.47
38709,Norway,1828,0.144,8.47
38710,Norway,1829,0.144,8.47
38711,Norway,1830,0.164,8.47
38712,Norway,1831,0.164,8.47
38713,Norway,1832,0.164,8.47
38714,Norway,1833,0.164,8.47
38715,Norway,1834,0.164,8.47
38716,Norway,1835,0.164,8.47
38717,Norway,1836,0.164,8.47
38718,Norway,1837,0.164,8.47
38719,Norway,1838,0.168,8.47
38720,Norway,1839,0.168,8.47
38721,Norway,1840,0.186,8.47
38722,Norway,1841,0.186,8.47
38723,Norway,1842,0.186,8.47
38724,Norway,1843,0.218,8.47
38725,Norway,1844,0.217,8.47
38726,Norway,1845,0.217,8.47
38727,Norway,1846,0.217,8.47
38728,Norway,1847,0.217,8.47
38729,Norway,1848,0.217,8.47
38730,Norway,1849,0.217,8.47
38731,Norway,1850,0.217,8.47
38732,Norway,1851,0.217,8.47
38733,Norway,1852,0.261,8.47
38734,Norway,1853,0.262,8.47
38735,Norway,1854,0.262,8.47
38736,Norway,1855,0.262,8.47
38737,Norway,1856,0.263,8.47
38738,Norway,1857,0.263,8.47
38739,Norway,1858,0.263,8.47
38740,Norway,1859,0.26,8.47
38741,Norway,1860,0.266,8.47
38742,Norway,1861,0.266,8.47
38743,Norway,1862,0.265,8.47
38744,Norway,1863,0.265,8.47
38745,Norway,1864,0.265,8.47
38746,Norway,1865,0.268,8.47
38747,Norway,1866,0.268,8.47
38748,Norway,1867,0.268,8.47
38749,Norway,1868,0.266,8.47
38750,Norway,1869,0.266,8.47
38751,Norway,1870,0.26,8.47
38752,Norway,1871,0.26,8.47
38753,Norway,1872,0.26,8.47
38754,Norway,1873,0.26,8.47
38755,Norway,1874,0.26,8.47
38756,Norway,1875,0.26,8.47
38757,Norway,1876,0.259,8.47
38758,Norway,1877,0.259,8.47
38759,Norway,1878,0.259,8.47
38760,Norway,1879,0.259,8.47
38761,Norway,1880,0.268,8.47
38762,Norway,1881,0.299,8.47
38763,Norway,1882,0.314,8.47
38764,Norway,1883,0.314,8.47
38765,Norway,1884,0.359,8.47
38766,Norway,1885,0.374,8.47
38767,Norway,1886,0.374,8.47
38768,Norway,1887,0.374,8.47
38769,Norway,1888,0.374,8.47
38770,Norway,1889,0.374,8.47
38771,Norway,1890,0.378,8.47
38772,Norway,1891,0.378,8.47
38773,Norway,1892,0.378,8.47
38774,Norway,1893,0.378,8.47
38775,Norway,1894,0.378,8.47
38776,Norway,1895,0.377,8.47
38777,Norway,1896,0.377,8.47
38778,Norway,1897,0.377,8.47
38779,Norway,1898,0.43,8.47
38780,Norway,1899,0.437,8.47
38781,Norway,1900,0.438,8.47
38782,Norway,1901,0.44,8.47
38783,Norway,1902,0.44,8.47
38784,Norway,1903,0.437,8.47
38785,Norway,1904,0.431,8.47
38786,Norway,1905,0.344,8.47
38787,Norway,1906,0.533,8.47
38788,Norway,1907,0.537,8.47
38789,Norway,1908,0.537,8.47
38790,Norway,1909,0.537,8.47
38791,Norway,1910,0.54,8.47
38792,Norway,1911,0.54,8.47
38793,Norway,1912,0.54,8.47
38794,Norway,1913,0.54,8.47
38795,Norway,1914,0.703,8.47
38796,Norway,1915,0.705,8.47
38797,Norway,1916,0.713,8.47
38798,Norway,1917,0.708,8.47
38799,Norway,1918,0.711,8.47
38800,Norway,1919,0.71,8.47
38801,Norway,1920,0.716,8.47
38802,Norway,1921,0.716,8.47
38803,Norway,1922,0.715,8.47
38804,Norway,1923,0.715,8.47
38805,Norway,1924,0.714,8.47
38806,Norway,1925,0.713,8.47
38807,Norway,1926,0.713,8.47
38808,Norway,1927,0.713,8.47
38809,Norway,1928,0.716,8.47
38810,Norway,1929,0.722,8.47
38811,Norway,1930,0.722,8.47
38812,Norway,1931,0.719,8.47
38813,Norway,1932,0.719,8.47
38814,Norway,1933,0.719,8.47
38815,Norway,1934,0.719,8.47
38816,Norway,1935,0.719,8.47
38817,Norway,1936,0.72,8.47
38818,Norway,1937,0.723,8.47
38819,Norway,1938,0.723,8.47
38820,Norway,1939,0.723,8.47
38821,Norway,1940,0.41,8.47
38822,Norway,1941,0.244,8.47
38823,Norway,1942,0.111,8.47
38824,Norway,1943,0.1,8.47
38825,Norway,1944,0.1,8.47
38826,Norway,1945,0.223,8.47
38827,Norway,1946,0.784,8.47
38828,Norway,1947,0.784,8.47
38829,Norway,1948,0.786,8.47
38830,Norway,1949,0.787,8.47
38831,Norway,1950,0.789,8.47
38832,Norway,1951,0.789,8.47
38833,Norway,1952,0.789,8.47
38834,Norway,1953,0.79,8.47
38835,Norway,1954,0.804,8.47
38836,Norway,1955,0.811,8.47
38837,Norway,1956,0.813,8.47
38838,Norway,1957,0.816,8.47
38839,Norway,1958,0.82,8.47
38840,Norway,1959,0.82,8.47
38841,Norway,1960,0.836,8.47
38842,Norway,1961,0.836,8.47
38843,Norway,1962,0.836,8.47
38844,Norway,1963,0.836,8.47
38845,Norway,1964,0.836,8.47
38846,Norway,1965,0.837,8.47
38847,Norway,1966,0.837,8.47
38848,Norway,1967,0.837,8.47
38849,Norway,1968,0.837,8.47
38850,Norway,1969,0.836,8.47
38851,Norway,1970,0.848,8.47
38852,Norway,1971,0.848,8.47
38853,Norway,1972,0.848,8.47
38854,Norway,1973,0.848,8.47
38855,Norway,1974,0.847,8.47
38856,Norway,1975,0.847,8.47
38857,Norway,1976,0.847,8.47
38858,Norway,1977,0.848,8.47
38859,Norway,1978,0.848,8.47
38860,Norway,1979,0.848,8.47
38861,Norway,1980,0.867,8.47
38862,Norway,1981,0.867,8.47
38863,Norway,1982,0.867,8.47
38864,Norway,1983,0.867,8.47
38865,Norway,1984,0.867,8.47
38866,Norway,1985,0.867,8.47
38867,Norway,1986,0.867,8.47
38868,Norway,1987,0.867,8.47
38869,Norway,1988,0.867,8.47
38870,Norway,1989,0.867,8.47
38871,Norway,1990,0.885,8.47
38872,Norway,1991,0.885,8.47
38873,Norway,1992,0.885,8.47
38874,Norway,1993,0.885,8.47
38875,Norway,1994,0.885,8.47
38876,Norway,1995,0.885,8.47
38877,Norway,1996,0.885,8.47
38878,Norway,1997,0.886,8.47
38879,Norway,1998,0.889,8.47
38880,Norway,1999,0.889,8.47
38881,Norway,2000,0.896,8.47
38882,Norway,2001,0.896,8.47
38883,Norway,2002,0.895,8.47
38884,Norway,2003,0.895,8.47
38885,Norway,2004,0.895,8.47
38886,Norway,2005,0.896,8.47
38887,Norway,2006,0.899,8.47
38888,Norway,2007,0.899,8.47
38889,Norway,2008,0.899,8.47
38890,Norway,2009,0.899,8.47
38891,Norway,2010,0.899,8.47
38892,Norway,2011,0.9,8.47
38893,Norway,2012,0.9,8.47
38894,Norway,2013,0.898,8.47
38895,Norway,2014,0.892,8.47
38896,Norway,2015,0.897,8.47
38897,Norway,2016,0.897,8.47
38898,Norway,2017,0.894,8.47
38899,Norway,2018,0.885,8.47
38900,Norway,2019,0.892,8.47
38901,Norway,2020,0.898,8.47
38902,Norway,2021,0.898,8.47
39495,Pakistan,1839,0.059,1.45
39496,Pakistan,1840,0.059,1.45
39497,Pakistan,1841,0.059,1.45
39498,Pakistan,1842,0.059,1.45
39499,Pakistan,1843,0.059,1.45
39500,Pakistan,1844,0.059,1.45
39501,Pakistan,1845,0.059,1.45
39502,Pakistan,1846,0.059,1.45
39503,Pakistan,1847,0.059,1.45
39504,Pakistan,1848,0.059,1.45
39505,Pakistan,1849,0.059,1.45
39506,Pakistan,1850,0.059,1.45
39507,Pakistan,1851,0.059,1.45
39508,Pakistan,1852,0.059,1.45
39509,Pakistan,1853,0.059,1.45
39510,Pakistan,1854,0.059,1.45
39511,Pakistan,1855,0.059,1.45
39512,Pakistan,1856,0.059,1.45
39513,Pakistan,1857,0.059,1.45
39514,Pakistan,1858,0.057,1.45
39515,Pakistan,1859,0.053,1.45
39516,Pakistan,1860,0.053,1.45
39517,Pakistan,1861,0.053,1.45
39518,Pakistan,1862,0.053,1.45
39519,Pakistan,1863,0.053,1.45
39520,Pakistan,1864,0.053,1.45
39521,Pakistan,1865,0.053,1.45
39522,Pakistan,1866,0.053,1.45
39523,Pakistan,1867,0.053,1.45
39524,Pakistan,1868,0.053,1.45
39525,Pakistan,1869,0.053,1.45
39526,Pakistan,1870,0.053,1.45
39527,Pakistan,1871,0.053,1.45
39528,Pakistan,1872,0.053,1.45
39529,Pakistan,1873,0.053,1.45
39530,Pakistan,1874,0.053,1.45
39531,Pakistan,1875,0.053,1.45
39532,Pakistan,1876,0.057,1.45
39533,Pakistan,1877,0.056,1.45
39534,Pakistan,1878,0.05,1.45
39535,Pakistan,1879,0.05,1.45
39536,Pakistan,1880,0.05,1.45
39537,Pakistan,1881,0.062,1.45
39538,Pakistan,1882,0.064,1.45
39539,Pakistan,1883,0.075,1.45
39540,Pakistan,1884,0.075,1.45
39541,Pakistan,1885,0.075,1.45
39542,Pakistan,1886,0.075,1.45
39543,Pakistan,1887,0.075,1.45
39544,Pakistan,1888,0.075,1.45
39545,Pakistan,1889,0.075,1.45
39546,Pakistan,1890,0.075,1.45
39547,Pakistan,1891,0.075,1.45
39548,Pakistan,1892,0.075,1.45
39549,Pakistan,1893,0.075,1.45
39550,Pakistan,1894,0.075,1.45
39551,Pakistan,1895,0.075,1.45
39552,Pakistan,1896,0.075,1.45
39553,Pakistan,1897,0.075,1.45
39554,Pakistan,1898,0.075,1.45
39555,Pakistan,1899,0.075,1.45
39556,Pakistan,1900,0.076,1.45
39557,Pakistan,1901,0.076,1.45
39558,Pakistan,1902,0.076,1.45
39559,Pakistan,1903,0.076,1.45
39560,Pakistan,1904,0.076,1.45
39561,Pakistan,1905,0.073,1.45
39562,Pakistan,1906,0.075,1.45
39563,Pakistan,1907,0.075,1.45
39564,Pakistan,1908,0.074,1.45
39565,Pakistan,1909,0.074,1.45
39566,Pakistan,1910,0.075,1.45
39567,Pakistan,1911,0.075,1.45
39568,Pakistan,1912,0.075,1.45
39569,Pakistan,1913,0.075,1.45
39570,Pakistan,1914,0.075,1.45
39571,Pakistan,1915,0.075,1.45
39572,Pakistan,1916,0.075,1.45
39573,Pakistan,1917,0.075,1.45
39574,Pakistan,1918,0.075,1.45
39575,Pakistan,1919,0.075,1.45
39576,Pakistan,1920,0.088,1.45
39577,Pakistan,1921,0.144,1.45
39578,Pakistan,1922,0.144,1.45
39579,Pakistan,1923,0.145,1.45
39580,Pakistan,1924,0.149,1.45
39581,Pakistan,1925,0.149,1.45
39582,Pakistan,1926,0.147,1.45
39583,Pakistan,1927,0.138,1.45
39584,Pakistan,1928,0.138,1.45
39585,Pakistan,1929,0.138,1.45
39586,Pakistan,1930,0.137,1.45
39587,Pakistan,1931,0.139,1.45
39588,Pakistan,1932,0.139,1.45
39589,Pakistan,1933,0.139,1.45
39590,Pakistan,1934,0.14,1.45
39591,Pakistan,1935,0.181,1.45
39592,Pakistan,1936,0.182,1.45
39593,Pakistan,1937,0.183,1.45
39594,Pakistan,1938,0.183,1.45
39595,Pakistan,1939,0.183,1.45
39596,Pakistan,1940,0.183,1.45
39597,Pakistan,1941,0.183,1.45
39598,Pakistan,1942,0.183,1.45
39599,Pakistan,1943,0.183,1.45
39600,Pakistan,1944,0.183,1.45
39601,Pakistan,1945,0.207,1.45
39602,Pakistan,1946,0.223,1.45
39603,Pakistan,1947,0.179,1.45
39604,Pakistan,1948,0.179,1.45
39605,Pakistan,1949,0.195,1.45
39606,Pakistan,1950,0.198,1.45
39607,Pakistan,1951,0.198,1.45
39608,Pakistan,1952,0.198,1.45
39609,Pakistan,1953,0.182,1.45
39610,Pakistan,1954,0.18,1.45
39611,Pakistan,1955,0.18,1.45
39612,Pakistan,1956,0.191,1.45
39613,Pakistan,1957,0.197,1.45
39614,Pakistan,1958,0.159,1.45
39615,Pakistan,1959,0.129,1.45
39616,Pakistan,1960,0.127,1.45
39617,Pakistan,1961,0.127,1.45
39618,Pakistan,1962,0.134,1.45
39619,Pakistan,1963,0.139,1.45
39620,Pakistan,1964,0.139,1.45
39621,Pakistan,1965,0.139,1.45
39622,Pakistan,1966,0.141,1.45
39623,Pakistan,1967,0.139,1.45
39624,Pakistan,1968,0.14,1.45
39625,Pakistan,1969,0.143,1.45
39626,Pakistan,1970,0.168,1.45
39627,Pakistan,1971,0.186,1.45
39628,Pakistan,1972,0.165,1.45
39629,Pakistan,1973,0.19,1.45
39630,Pakistan,1974,0.228,1.45
39631,Pakistan,1975,0.224,1.45
39632,Pakistan,1976,0.228,1.45
39633,Pakistan,1977,0.216,1.45
39634,Pakistan,1978,0.114,1.45
39635,Pakistan,1979,0.107,1.45
39636,Pakistan,1980,0.107,1.45
39637,Pakistan,1981,0.107,1.45
39638,Pakistan,1982,0.11,1.45
39639,Pakistan,1983,0.11,1.45
39640,Pakistan,1984,0.11,1.45
39641,Pakistan,1985,0.157,1.45
39642,Pakistan,1986,0.17,1.45
39643,Pakistan,1987,0.17,1.45
39644,Pakistan,1988,0.192,1.45
39645,Pakistan,1989,0.371,1.45
39646,Pakistan,1990,0.375,1.45
39647,Pakistan,1991,0.367,1.45
39648,Pakistan,1992,0.367,1.45
39649,Pakistan,1993,0.369,1.45
39650,Pakistan,1994,0.376,1.45
